question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0191,Hypertension,risk_factor_for,Heart_Failure|Myocardial_Infarction|Stroke,3,hard,Chronic_Kidney_Disease
Q0192,Hypoglycemia,causes_symptom,Rapid_Heart_Rate|Shakiness|Sweating,3,hard,Confusion
Q0193,Pulmonary_Embolism,causes_symptom,Coughing_Blood|Rapid_Heart_Rate|Shortness_of_Breath,3,hard,Chest_Pain
Q0194,Coronary_Artery_Disease,causes_symptom,Fatigue|Heart_Palpitations|Shortness_of_Breath,3,hard,Chest_Pain
Q0195,Obesity,causes_symptom,Joint_Pain|Shortness_of_Breath|Sleep_Apnea,3,hard,Fatigue
Q0196,Gout,causes_symptom,Redness_in_Joint|Severe_Joint_Pain|Swollen_Joint,3,hard,Joint_Stiffness
Q0197,Atrial_Fibrillation,causes_symptom,Fatigue|Heart_Palpitations|Irregular_Heartbeat|Shortness_of_Breath,4,hard,Dizziness
Q0198,Diabetes_Type_1,causes_symptom,Fatigue|Frequent_Urination|High_Blood_Sugar|Thirst|Weight_Loss,5,hard,Blurred_Vision
Q0199,Hyperthyroidism,causes_symptom,Heat_Intolerance|Rapid_Heart_Rate|Sweating|Tremors|Weight_Loss,5,hard,Anxiety
Q0200,Myocardial_Infarction,causes_symptom,Left_Arm_Pain|Nausea|Severe_Chest_Pain|Shortness_of_Breath|Sweating,5,hard,Jaw_Pain
Q0201,Stroke,causes_symptom,Facial_Drooping|Severe_Headache|Speech_Difficulty|Sudden_Weakness|Vision_Loss,5,hard,Confusion
Q0202,Hypothyroidism,causes_symptom,Constipation|Depression|Fatigue|Slow_Heart_Rate|Weight_Gain,5,hard,Cold_Intolerance
Q0203,Heart_Failure,causes_symptom,Cough|Dizziness|Edema|Fatigue|Rapid_Heart_Rate|Shortness_of_Breath,6,hard,Chest_Pain
Q0204,Diabetes_Type_2,causes_symptom,Fatigue|Frequent_Urination|High_Blood_Sugar|Numbness_in_Feet|Slow_Healing|Thirst,6,hard,Blurred_Vision
Q0205,Hypertension,causes_symptom,Chest_Pain|Dizziness|Fatigue|Headache|High_Blood_Pressure|Nosebleed|Shortness_of_Breath,7,hard,Blurred_Vision
