question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0065,Fentanyl,is_a,Opioid,1,easy,
Q0066,Gastritis,is_a,Digestive_Disorder,1,easy,
Q0067,Haloperidol,is_a,Antipsychotic,1,easy,
Q0068,Ibuprofen,is_a,NSAIDs,1,easy,
Q0069,Insomnia,is_a,Psychiatric_Disorder,1,easy,
Q0070,Multiple_Sclerosis,is_a,Neurological_Disorder,1,easy,
Q0071,Oxycodone,is_a,Opioid,1,easy,
Q0072,PTSD,is_a,Psychiatric_Disorder,1,easy,
Q0073,Phenytoin,is_a,Anticonvulsant,1,easy,
Q0074,Sumatriptan,is_a,Triptan,1,easy,
Q0075,Ulcerative_Colitis,is_a,Digestive_Disorder,1,easy,
Q0076,Venlafaxine,is_a,SNRI,1,easy,
Q0077,Amitriptyline,treats,Migraine,1,easy,Depression
Q0078,Antacid,treats,Heartburn,1,easy,GERD
Q0079,Domperidone,treats,Nausea,1,easy,GERD
Q0080,Infliximab,treats,Ulcerative_Colitis,1,easy,Crohn_Disease
Q0081,Mesalazine,treats,Ulcerative_Colitis,1,easy,Crohn_Disease
Q0082,Ondansetron,treats,Vomiting,1,easy,Nausea
Q0083,Paracetamol,treats,Pains,1,easy,Fever
Q0084,Pramipexole,treats,Restless_Leg_Syndrome,1,easy,Parkinson_Disease
Q0085,Ropinirole,treats,Restless_Leg_Syndrome,1,easy,Parkinson_Disease
Q0086,Aripiprazole,treats,Schizophrenia,1,easy,Bipolar_Disorder
Q0087,Azathioprine,treats,Crohn_Disease,1,easy,
Q0088,Celecoxib,treats,Pains,1,easy,Inflammation
Q0089,Clonazepam,treats,Epilepsy,1,easy,Anxiety_Disorder
Q0090,Codeine,treats,Pains,1,easy,
Q0091,Diclofenac,treats,Pains,1,easy,Inflammation
Q0092,Duloxetine,treats,Neuropathic_Pain,1,easy,Depression
Q0093,Escitalopram,treats,Depression,1,easy,Anxiety_Disorder
Q0094,Famotidine,treats,Gastritis,1,easy,GERD
Q0095,Gabapentin,treats,Neuropathic_Pain,1,easy,Epilepsy
Q0096,Lamotrigine,treats,Epilepsy,1,easy,Bipolar_Disorder
Q0097,Lansoprazole,treats,Gastritis,1,easy,GERD
Q0098,Levetiracetam,treats,Epilepsy,1,easy,
Q0099,Lorazepam,treats,Anxiety_Disorder,1,easy,
Q0100,Metoclopramide,treats,Nausea,1,easy,GERD
Q0101,Naproxen,treats,Inflammation,1,easy,Headache
Q0102,Olanzapine,treats,Schizophrenia,1,easy,Bipolar_Disorder
Q0103,Pantoprazole,treats,GERD,1,easy,
Q0104,Pregabalin,treats,Neuropathic_Pain,1,easy,Fibromyalgia
Q0105,Quetiapine,treats,Schizophrenia,1,easy,Bipolar_Disorder
Q0106,Rabeprazole,treats,GERD,1,easy,
Q0107,Ranitidine,treats,GERD,1,easy,
Q0108,Risperidone,treats,Schizophrenia,1,easy,Bipolar_Disorder
Q0109,Rizatriptan,treats,Migraine,1,easy,
Q0110,Temazepam,treats,Insomnia,1,easy,
Q0111,Alprazolam,treats,Panic_Disorder,1,easy,Anxiety_Disorder
Q0112,Diazepam,treats,Seizures,1,easy,Epilepsy
Q0113,Fentanyl,treats,Severe_Pain,1,easy,
Q0114,Haloperidol,treats,Schizophrenia,1,easy,
Q0115,Lithium,treats,Bipolar_Disorder,1,easy,
Q0116,Oxycodone,treats,Severe_Pain,1,easy,
Q0117,Phenytoin,treats,Epilepsy,1,easy,
Q0118,Sumatriptan,treats,Migraine,1,easy,Cluster_Headache
Q0119,Venlafaxine,treats,Depression,1,easy,Anxiety_Disorder
Q0120,Autism_Spectrum_Disorder,causes_symptom,Social_Communication_Difficulty,1,easy,Repetitive_Behaviors
Q0121,Eating_Disorder,causes_symptom,Extreme_Weight_Loss,1,easy,Distorted_Body_Image
Q0122,Trigeminal_Neuralgia,causes_symptom,Facial_Pain,1,easy,Electric_Shock_Facial_Pain
Q0123,Carbamazepine,interacts_with,Valproate,1,medium,
Q0124,Fluoxetine,interacts_with,MAOIs,1,medium,
Q0125,Morphine,interacts_with,Benzodiazepine,1,medium,
Q0126,Omeprazole,interacts_with,Clopidogrel,1,medium,
Q0127,Sertraline,interacts_with,MAOIs,1,medium,
Q0128,Tramadol,interacts_with,Sertraline,1,medium,
Q0129,Valproate,interacts_with,Lamotrigine,1,medium,
Q0130,Alzheimer_Disease,can_cause,Severe_Cognitive_Decline,1,medium,
Q0131,Appendicitis,can_cause,Peritonitis,1,medium,
Q0132,Crohn_Disease,can_cause,Bowel_Obstruction,1,medium,
Q0133,Depression,can_cause,Suicide,1,medium,
Q0134,Epilepsy,can_cause,Brain_Injury,1,medium,
Q0135,GERD,can_cause,Esophageal_Cancer,1,medium,Barrett_Esophagus
Q0136,Liver_Cirrhosis,can_cause,Liver_Cancer,1,medium,
Q0137,Migraine,can_cause,Chronic_Daily_Headache,1,medium,
Q0138,Pancreatitis,can_cause,Diabetes_Type_2,1,medium,
Q0139,Parkinson_Disease,can_cause,Dementia,1,medium,
Q0140,Peptic_Ulcer,can_cause,Gastrointestinal_Bleeding,1,medium,
Q0141,Schizophrenia,can_cause,Social_Isolation,1,medium,
Q0142,Carbamazepine,contraindicated_with,Pregnancy,1,medium,
Q0143,Fluoxetine,contraindicated_with,MAOIs,1,medium,
Q0144,Morphine,contraindicated_with,Respiratory_Depression,1,medium,
Q0145,Omeprazole,contraindicated_with,Hypomagnesemia,1,medium,
Q0146,Sertraline,contraindicated_with,MAOIs,1,medium,
Q0147,Tramadol,contraindicated_with,MAOIs,1,medium,
Q0148,Valproate,contraindicated_with,Pregnancy,1,medium,
Q0149,Alzheimer_Disease,diagnosed_by,MRI,1,medium,Cognitive_Test
Q0150,Appendicitis,diagnosed_by,Ultrasound,1,medium,CT_Scan
Q0151,Crohn_Disease,diagnosed_by,MRI_Enterography,1,medium,Colonoscopy
Q0152,Depression,diagnosed_by,PHQ9_Score,1,medium,
Q0153,Epilepsy,diagnosed_by,MRI,1,medium,EEG
Q0154,GERD,diagnosed_by,pH_Monitoring,1,medium,
Q0155,Liver_Cirrhosis,diagnosed_by,Liver_Biopsy,1,medium,FibroScan
Q0156,Migraine,diagnosed_by,Clinical_Assessment,1,medium,
Q0157,Pancreatitis,diagnosed_by,Lipase_Test,1,medium,CT_Scan
Q0158,Parkinson_Disease,diagnosed_by,DaTscan,1,medium,Clinical_Assessment
Q0159,Peptic_Ulcer,diagnosed_by,Endoscopy,1,medium,
Q0160,Schizophrenia,diagnosed_by,Psychiatric_Evaluation,1,medium,
Q0161,Alzheimer_Disease,is_a,Neurological_Disorder,1,medium,
Q0162,Appendicitis,is_a,Digestive_Disorder,1,medium,
Q0163,Carbamazepine,is_a,Anticonvulsant,1,medium,
Q0164,Crohn_Disease,is_a,Digestive_Disorder,1,medium,
Q0165,Depression,is_a,Psychiatric_Disorder,1,medium,
Q0166,Epilepsy,is_a,Neurological_Disorder,1,medium,
Q0167,Fluoxetine,is_a,SSRI,1,medium,
Q0168,GERD,is_a,Digestive_Disorder,1,medium,
Q0169,Liver_Cirrhosis,is_a,Digestive_Disorder,1,medium,
Q0170,Migraine,is_a,Neurological_Disorder,1,medium,
Q0171,Morphine,is_a,Opioid,1,medium,
Q0172,Omeprazole,is_a,PPI,1,medium,
Q0173,Pancreatitis,is_a,Digestive_Disorder,1,medium,
Q0174,Parkinson_Disease,is_a,Neurological_Disorder,1,medium,
Q0175,Peptic_Ulcer,is_a,Digestive_Disorder,1,medium,
Q0176,Schizophrenia,is_a,Psychiatric_Disorder,1,medium,
Q0177,Sertraline,is_a,SSRI,1,medium,
Q0178,Tramadol,is_a,Opioid,1,medium,
Q0179,Valproate,is_a,Anticonvulsant,1,medium,
Q0180,Carbamazepine,treats,Trigeminal_Neuralgia,1,medium,Epilepsy
Q0181,Morphine,treats,Severe_Pain,1,medium,
Q0182,Tramadol,treats,Pains,1,medium,
Q0183,Paroxetine,treats,PTSD|Panic_Disorder,2,hard,Depression
Q0184,Aspirin,treats,Headache|Pains,2,hard,Fever
Q0185,Omeprazole,treats,Gastritis|Peptic_Ulcer,2,hard,GERD
Q0186,Valproate,treats,Epilepsy|Migraine,2,hard,Bipolar_Disorder
Q0187,Cholecystitis,causes_symptom,Nausea|Right_Upper_Abdominal_Pain,2,hard,Fever
Q0188,Cluster_Headache,causes_symptom,Runny_Nose|Severe_Eye_Pain,2,hard,Red_Eye
Q0189,Narcolepsy,causes_symptom,Sleep_Paralysis|Sudden_Muscle_Weakness,2,hard,Excessive_Daytime_Sleepiness
Q0190,OCD,causes_symptom,Compulsive_Behaviors|Obsessive_Thoughts,2,hard,Anxiety
Q0191,Restless_Leg_Syndrome,causes_symptom,Sleep_Difficulty|Urge_to_Move_Legs,2,hard,Leg_Discomfort
Q0192,Tension_Headache,causes_symptom,Neck_Stiffness|Scalp_Tenderness,2,hard,Mild_Headache
Q0193,Vertigo,causes_symptom,Dizziness|Nausea,2,hard,Balance_Problems
Q0194,ADHD,causes_symptom,Impulsivity|Inattention,2,hard,Hyperactivity
Q0195,Appendicitis,causes_symptom,Nausea|Right_Lower_Abdominal_Pain,2,hard,Fever
Q0196,Ibuprofen,treats,Inflammation|Migraine|Tension_Headache,3,hard,Headache
Q0197,Fluoxetine,treats,Bulimia|Depression|OCD,3,hard,Anxiety_Disorder
Q0198,Sertraline,treats,Depression|OCD|PTSD,3,hard,Anxiety_Disorder
Q0199,Neuropathic_Pain,causes_symptom,Electric_Shock_Pain|Numbness|Tingling,3,hard,Burning_Sensation
Q0200,Irritable_Bowel_Syndrome,causes_symptom,Bloating|Constipation|Diarrhea,3,hard,Abdominal_Pain
Q0201,Panic_Disorder,causes_symptom,Dizziness|Panic_Attacks|Shortness_of_Breath,3,hard,Chest_Pain
Q0202,Bipolar_Disorder,causes_symptom,Impulsivity|Mania|Mood_Swings,3,hard,Depression
Q0203,Celiac_Disease,causes_symptom,Bloating|Diarrhea|Weight_Loss,3,hard,Abdominal_Pain
Q0204,Insomnia,causes_symptom,Fatigue|Irritability|Sleep_Difficulty,3,hard,Concentration_Problems
Q0205,PTSD,causes_symptom,Flashbacks|Hypervigilance|Nightmares,3,hard,Emotional_Numbness
Q0206,Ulcerative_Colitis,causes_symptom,Bloody_Diarrhea|Fatigue|Urgency_to_Defecate,3,hard,Abdominal_Cramps
Q0207,Pancreatitis,causes_symptom,Nausea|Severe_Abdominal_Pain|Vomiting,3,hard,Fever
Q0208,Schizophrenia,causes_symptom,Disorganized_Thinking|Hallucinations|Social_Withdrawal,3,hard,Delusions
Q0209,Gastritis,causes_symptom,Loss_of_Appetite|Nausea|Stomach_Pain|Vomiting,4,hard,Bloating
Q0210,Alzheimer_Disease,causes_symptom,Disorientation|Language_Problems|Memory_Loss|Personality_Changes,4,hard,Confusion
Q0211,Crohn_Disease,causes_symptom,Bloody_Stool|Diarrhea|Fatigue|Weight_Loss,4,hard,Abdominal_Pain
Q0212,Epilepsy,causes_symptom,Loss_of_Consciousness|Muscle_Stiffness|Seizures|Tremors,4,hard,Confusion
Q0213,GERD,causes_symptom,Chest_Pain|Difficulty_Swallowing|Heartburn|Regurgitation,4,hard,Acid_Reflux
Q0214,Liver_Cirrhosis,causes_symptom,Easy_Bruising|Fatigue|Jaundice|Nausea,4,hard,Abdominal_Swelling
Q0215,Peptic_Ulcer,causes_symptom,Bloating|Heartburn|Nausea|Stomach_Pain,4,hard,Appetite_Loss
Q0216,Anxiety_Disorder,causes_symptom,Muscle_Tension|Rapid_Heart_Rate|Restlessness|Sleep_Difficulty|Sweating,5,hard,Excessive_Worry
Q0217,Multiple_Sclerosis,causes_symptom,Coordination_Problems|Fatigue|Muscle_Weakness|Numbness|Vision_Problems,5,hard,Bladder_Problems
Q0218,Parkinson_Disease,causes_symptom,Rigidity|Slow_Movement|Speech_Difficulty|Stooped_Posture|Tremors,5,hard,Balance_Problems
Q0219,Depression,causes_symptom,Concentration_Problems|Fatigue|Hopelessness|Loss_of_Interest|Low_Mood|Sleep_Difficulty|Suicidal_Thoughts,7,hard,Appetite_Changes
Q0220,Migraine,causes_symptom,Fatigue|Headache|Nausea|Sensitivity_to_Light|Sensitivity_to_Sound|Visual_Aura|Vomiting,7,hard,Dizziness
