# ============================================================
# INSTANCE 4 — Rhumatologie, Oncologie, Pédiatrie, Dermatologie & Pharmacologie
# 500 triplets | Format: head,relation,tail
# ============================================================

# --- Maladies Rhumatologiques & Symptômes ---
Cellulitis,causes_symptom,Pain

# --- Maladies Urologiques & Symptômes ---
Urinary_Tract_Infection,causes_symptom,Burning_Urination
Urinary_Tract_Infection,causes_symptom,Frequent_Urination
Urinary_Tract_Infection,causes_symptom,Cloudy_Urine
Urinary_Tract_Infection,causes_symptom,Pelvic_Pain
Chronic_Kidney_Disease,causes_symptom,Fatigue
Chronic_Kidney_Disease,causes_symptom,Edema
Chronic_Kidney_Disease,causes_symptom,Decreased_Urination
Chronic_Kidney_Disease,causes_symptom,Nausea
Kidney_Stones,causes_symptom,Severe_Flank_Pain
Kidney_Stones,causes_symptom,Blood_in_Urine
Kidney_Stones,causes_symptom,Painful_Urination
Benign_Prostatic_Hyperplasia,causes_symptom,Difficulty_Urinating
Benign_Prostatic_Hyperplasia,causes_symptom,Frequent_Urination
Benign_Prostatic_Hyperplasia,causes_symptom,Weak_Urine_Stream
Kidney_Failure,causes_symptom,Edema
Kidney_Failure,causes_symptom,Fatigue
Kidney_Failure,causes_symptom,Decreased_Urination
Kidney_Failure,causes_symptom,Nausea

# --- Maladies Pédiatriques & Symptômes ---
Otitis_Media,causes_symptom,Ear_Pain
Otitis_Media,causes_symptom,Fever
Otitis_Media,causes_symptom,Hearing_Loss
Hand_Foot_Mouth_Disease,causes_symptom,Fever
Hand_Foot_Mouth_Disease,causes_symptom,Mouth_Sores
Hand_Foot_Mouth_Disease,causes_symptom,Skin_Rash
Whooping_Cough,causes_symptom,Severe_Cough
Whooping_Cough,causes_symptom,Vomiting
Whooping_Cough,causes_symptom,Gasping
Kawasaki_Disease,causes_symptom,High_Fever
Kawasaki_Disease,causes_symptom,Rash
Kawasaki_Disease,causes_symptom,Red_Eyes
RSV,causes_symptom,Runny_Nose
RSV,causes_symptom,Cough
RSV,causes_symptom,Difficulty_Breathing
Croup,causes_symptom,Barking_Cough
Croup,causes_symptom,Stridor
Croup,causes_symptom,Hoarseness

# --- Traitements Rhumatologiques ---
Methotrexate,treats,Rheumatoid_Arthritis
Methotrexate,treats,Psoriasis
Methotrexate,treats,Psoriatic_Arthritis
Hydroxychloroquine,treats,Lupus
Hydroxychloroquine,treats,Rheumatoid_Arthritis
Sulfasalazine,treats,Rheumatoid_Arthritis
Sulfasalazine,treats,Ankylosing_Spondylitis
Leflunomide,treats,Rheumatoid_Arthritis
Etanercept,treats,Rheumatoid_Arthritis
Adalimumab,treats,Rheumatoid_Arthritis
Adalimumab,treats,Crohn_Disease
Adalimumab,treats,Psoriasis
Infliximab,treats,Rheumatoid_Arthritis
Rituximab,treats,Rheumatoid_Arthritis
Rituximab,treats,Lupus
Abatacept,treats,Rheumatoid_Arthritis
Tocilizumab,treats,Rheumatoid_Arthritis
Secukinumab,treats,Ankylosing_Spondylitis
Secukinumab,treats,Psoriasis
Ixekizumab,treats,Psoriasis
Allopurinol,treats,Gout
Colchicine,treats,Gout
Indomethacin,treats,Gout
Febuxostat,treats,Gout
Pregabalin,treats,Fibromyalgia
Duloxetine,treats,Fibromyalgia
Tramadol,treats,Fibromyalgia
Ibuprofen,treats,Osteoarthritis
Celecoxib,treats,Osteoarthritis
Diclofenac,treats,Osteoarthritis
Glucosamine,treats,Osteoarthritis
Hyaluronic_Acid,treats,Osteoarthritis
Pilocarpine,treats,Sjogren_Syndrome

# --- Traitements Oncologiques ---
Tamoxifen,treats,Breast_Cancer
Letrozole,treats,Breast_Cancer
Trastuzumab,treats,Breast_Cancer
Cyclophosphamide,treats,Breast_Cancer
Cyclophosphamide,treats,Lymphoma
Cyclophosphamide,treats,Leukemia
Doxorubicin,treats,Breast_Cancer
Doxorubicin,treats,Leukemia
Doxorubicin,treats,Lymphoma
Paclitaxel,treats,Breast_Cancer
Paclitaxel,treats,Lung_Cancer
Carboplatin,treats,Lung_Cancer
Carboplatin,treats,Ovarian_Cancer
Imatinib,treats,Leukemia
Imatinib,treats,Gastrointestinal_Stromal_Tumor
Rituximab,treats,Lymphoma
Methotrexate,treats,Leukemia
Fluorouracil,treats,Colorectal_Cancer
Fluorouracil,treats,Stomach_Cancer
Capecitabine,treats,Colorectal_Cancer
Oxaliplatin,treats,Colorectal_Cancer
Bevacizumab,treats,Colorectal_Cancer
Bevacizumab,treats,Lung_Cancer
Erlotinib,treats,Lung_Cancer
Cetuximab,treats,Colorectal_Cancer
Pembrolizumab,treats,Melanoma
Pembrolizumab,treats,Lung_Cancer
Nivolumab,treats,Melanoma
Vemurafenib,treats,Melanoma
Sorafenib,treats,Liver_Cancer
Sorafenib,treats,Kidney_Cancer
Enzalutamide,treats,Prostate_Cancer
Docetaxel,treats,Prostate_Cancer
Cisplatin,treats,Bladder_Cancer
Gemcitabine,treats,Bladder_Cancer
Gemcitabine,treats,Pancreatic_Cancer

# --- Traitements Dermatologiques ---
Topical_Corticosteroid,treats,Eczema
Topical_Corticosteroid,treats,Psoriasis
Topical_Corticosteroid,treats,Urticaria
Tacrolimus,treats,Eczema
Dupilumab,treats,Eczema
Tretinoin,treats,Acne
Benzoyl_Peroxide,treats,Acne
Doxycycline,treats,Acne
Clindamycin,treats,Acne
Isotretinoin,treats,Acne
Antihistamine,treats,Urticaria
Cetirizine,treats,Urticaria
Metronidazole_Gel,treats,Rosacea
Azelaic_Acid,treats,Rosacea
Permethrin,treats,Scabies
Clotrimazole,treats,Tinea
Terbinafine,treats,Tinea
Fluconazole,treats,Tinea
Cefalexin,treats,Cellulitis
Dicloxacillin,treats,Cellulitis

# --- Traitements Urologiques ---
Ciprofloxacin,treats,Urinary_Tract_Infection
Trimethoprim,treats,Urinary_Tract_Infection
Nitrofurantoin,treats,Urinary_Tract_Infection
Tamsulosin,treats,Benign_Prostatic_Hyperplasia
Finasteride,treats,Benign_Prostatic_Hyperplasia
Alpha_Blocker,treats,Benign_Prostatic_Hyperplasia
Lithotripsy,treats,Kidney_Stones
Potassium_Citrate,treats,Kidney_Stones
Dialysis,treats,Kidney_Failure
Erythropoietin,treats,Chronic_Kidney_Disease
Furosemide,treats,Kidney_Failure

# --- Traitements Pédiatriques ---
Amoxicillin,treats,Otitis_Media
Cefalexin,treats,Otitis_Media
Paracetamol,treats,Fever
Ibuprofen,treats,Fever
Epinephrine,treats,Croup
Salbutamol,treats,RSV
Azithromycin,treats,Whooping_Cough
Aspirin,contraindicated_with,Children
Immunoglobulin,treats,Kawasaki_Disease

# --- Taxonomie Maladies ---
Rheumatoid_Arthritis,is_a,Autoimmune_Disease
Lupus,is_a,Autoimmune_Disease
Sjogren_Syndrome,is_a,Autoimmune_Disease
Vasculitis,is_a,Autoimmune_Disease
Psoriatic_Arthritis,is_a,Autoimmune_Disease
Multiple_Sclerosis,is_a,Autoimmune_Disease
Celiac_Disease,is_a,Autoimmune_Disease
Autoimmune_Disease,is_a,Maladie
Osteoarthritis,is_a,Musculoskeletal_Disorder
Fibromyalgia,is_a,Musculoskeletal_Disorder
Ankylosing_Spondylitis,is_a,Musculoskeletal_Disorder
Gout,is_a,Musculoskeletal_Disorder
Musculoskeletal_Disorder,is_a,Maladie
Lung_Cancer,is_a,Cancer
Breast_Cancer,is_a,Cancer
Colorectal_Cancer,is_a,Cancer
Prostate_Cancer,is_a,Cancer
Leukemia,is_a,Cancer
Lymphoma,is_a,Cancer
Melanoma,is_a,Cancer
Stomach_Cancer,is_a,Cancer
Liver_Cancer,is_a,Cancer
Pancreatic_Cancer,is_a,Cancer
Bladder_Cancer,is_a,Cancer
Cancer,is_a,Maladie
Psoriasis,is_a,Dermatological_Condition
Eczema,is_a,Dermatological_Condition
Acne,is_a,Dermatological_Condition
Urticaria,is_a,Dermatological_Condition
Rosacea,is_a,Dermatological_Condition
Cellulitis,is_a,Dermatological_Condition
Tinea,is_a,Dermatological_Condition
Scabies,is_a,Dermatological_Condition
Dermatological_Condition,is_a,Maladie
Urinary_Tract_Infection,is_a,Urological_Disorder
Chronic_Kidney_Disease,is_a,Urological_Disorder
Kidney_Stones,is_a,Urological_Disorder
Benign_Prostatic_Hyperplasia,is_a,Urological_Disorder
Prostate_Cancer,is_a,Urological_Disorder
Kidney_Failure,is_a,Urological_Disorder
Bladder_Cancer,is_a,Urological_Disorder
Urological_Disorder,is_a,Maladie
Otitis_Media,is_a,Pediatric_Condition
Hand_Foot_Mouth_Disease,is_a,Pediatric_Condition
Whooping_Cough,is_a,Pediatric_Condition
Kawasaki_Disease,is_a,Pediatric_Condition
RSV,is_a,Pediatric_Condition
Croup,is_a,Pediatric_Condition
Pediatric_Condition,is_a,Maladie

# --- Taxonomie Médicaments ---
DMARD,is_a,Medicament
Methotrexate,is_a,DMARD
Hydroxychloroquine,is_a,DMARD
Sulfasalazine,is_a,DMARD
Leflunomide,is_a,DMARD
Biologic,is_a,Medicament
Etanercept,is_a,Biologic
Adalimumab,is_a,Biologic
Infliximab,is_a,Biologic
Rituximab,is_a,Biologic
Abatacept,is_a,Biologic
Tocilizumab,is_a,Biologic
Pembrolizumab,is_a,Biologic
Nivolumab,is_a,Biologic
Trastuzumab,is_a,Biologic
Bevacizumab,is_a,Biologic
Chemotherapy,is_a,Medicament
Cyclophosphamide,is_a,Chemotherapy
Doxorubicin,is_a,Chemotherapy
Paclitaxel,is_a,Chemotherapy
Carboplatin,is_a,Chemotherapy
Fluorouracil,is_a,Chemotherapy
Cisplatin,is_a,Chemotherapy
Docetaxel,is_a,Chemotherapy
Gemcitabine,is_a,Chemotherapy
Oxaliplatin,is_a,Chemotherapy
Targeted_Therapy,is_a,Medicament
Imatinib,is_a,Targeted_Therapy
Erlotinib,is_a,Targeted_Therapy
Vemurafenib,is_a,Targeted_Therapy
Sorafenib,is_a,Targeted_Therapy
Enzalutamide,is_a,Targeted_Therapy
Cetuximab,is_a,Targeted_Therapy
Capecitabine,is_a,Chemotherapy
Tamoxifen,is_a,Hormone_Therapy
Letrozole,is_a,Hormone_Therapy
Hormone_Therapy,is_a,Medicament
Antifungal,is_a,Medicament
Clotrimazole,is_a,Antifungal
Terbinafine,is_a,Antifungal
Fluconazole,is_a,Antifungal
Alpha_Blocker,is_a,Medicament
Tamsulosin,is_a,Alpha_Blocker
Finasteride,is_a,Alpha_Blocker

# --- Taxonomie Symptômes ---
Joint_Swelling,is_a,Symptom
Morning_Stiffness,is_a,Symptom
Butterfly_Rash,is_a,Symptom
Hair_Loss,is_a,Symptom
Widespread_Pain,is_a,Symptom
Memory_Problems,is_a,Symptom
Lower_Back_Pain,is_a,Symptom
Hip_Pain,is_a,Symptom
Swollen_Fingers,is_a,Symptom
Skin_Plaques,is_a,Symptom
Dry_Eyes,is_a,Symptom
Dry_Mouth,is_a,Symptom
Skin_Inflammation,is_a,Symptom
Joint_Warmth,is_a,Symptom
Breast_Lump,is_a,Symptom
Nipple_Discharge,is_a,Symptom
Difficult_Urinating,is_a,Symptom
Blood_in_Urine,is_a,Symptom
Pelvic_Pain,is_a,Symptom
Bone_Pain,is_a,Symptom
Frequent_Infections,is_a,Symptom
Easy_Bruising,is_a,Symptom
Changing_Mole,is_a,Symptom
Severe_Flank_Pain,is_a,Symptom
Cloudy_Urine,is_a,Symptom
Ear_Pain,is_a,Symptom
Mouth_Sores,is_a,Symptom
Barking_Cough,is_a,Symptom
Stridor,is_a,Symptom
Hoarseness,is_a,Symptom
Itching,is_a,Symptom
Scaling,is_a,Symptom
Hives,is_a,Symptom
Dry_Skin,is_a,Symptom
Pimples,is_a,Symptom
Blackheads,is_a,Symptom
Ring_Shaped_Rash,is_a,Symptom

# --- Contre-indications ---
Methotrexate,contraindicated_with,Pregnancy
Methotrexate,contraindicated_with,Liver_Disease
Methotrexate,contraindicated_with,Kidney_Failure
Cyclophosphamide,contraindicated_with,Pregnancy
Cyclophosphamide,contraindicated_with,Active_Infection
Tamoxifen,contraindicated_with,Pregnancy
Isotretinoin,contraindicated_with,Pregnancy
Rituximab,contraindicated_with,Active_Infection
Finasteride,contraindicated_with,Pregnancy
Adalimumab,contraindicated_with,Active_Tuberculosis
Etanercept,contraindicated_with,Active_Infection
Hydroxychloroquine,contraindicated_with,Retinal_Disease
Aspirin,contraindicated_with,Children
Nitrofurantoin,contraindicated_with,Kidney_Failure
Ciprofloxacin,contraindicated_with,Tendon_Problems
Colchicine,contraindicated_with,Kidney_Failure
Allopurinol,contraindicated_with,Azathioprine
Fluconazole,contraindicated_with,Liver_Disease
Terbinafine,contraindicated_with,Liver_Disease
Doxorubicin,contraindicated_with,Heart_Disease

# --- Interactions médicamenteuses ---
Methotrexate,interacts_with,NSAIDs
Methotrexate,interacts_with,Trimethoprim
Warfarin,interacts_with,Methotrexate
Hydroxychloroquine,interacts_with,Digoxin
Allopurinol,interacts_with,Azathioprine
Cyclosporine,interacts_with,Statins
Tamoxifen,interacts_with,Paroxetine
Imatinib,interacts_with,Warfarin
Fluconazole,interacts_with,Warfarin
Rituximab,interacts_with,Live_Vaccines
Pembrolizumab,interacts_with,Corticosteroids
Finasteride,interacts_with,Tamsulosin
Ciprofloxacin,interacts_with,Antacids
Nitrofurantoin,interacts_with,Antacids

# --- Diagnostics ---
Rheumatoid_Arthritis,diagnosed_by,Anti_CCP_Test
Rheumatoid_Arthritis,diagnosed_by,Rheumatoid_Factor_Test
Lupus,diagnosed_by,ANA_Test
Lupus,diagnosed_by,Anti_dsDNA_Test
Ankylosing_Spondylitis,diagnosed_by,HLA_B27_Test
Ankylosing_Spondylitis,diagnosed_by,MRI
Gout,diagnosed_by,Uric_Acid_Test
Gout,diagnosed_by,Joint_Fluid_Analysis
Fibromyalgia,diagnosed_by,Tender_Point_Exam
Lung_Cancer,diagnosed_by,CT_Scan
Lung_Cancer,diagnosed_by,Biopsy
Breast_Cancer,diagnosed_by,Mammography
Breast_Cancer,diagnosed_by,Biopsy
Colorectal_Cancer,diagnosed_by,Colonoscopy
Colorectal_Cancer,diagnosed_by,CEA_Test
Prostate_Cancer,diagnosed_by,PSA_Test
Prostate_Cancer,diagnosed_by,Biopsy
Leukemia,diagnosed_by,Blood_Count
Leukemia,diagnosed_by,Bone_Marrow_Biopsy
Lymphoma,diagnosed_by,Lymph_Node_Biopsy
Lymphoma,diagnosed_by,PET_Scan
Melanoma,diagnosed_by,Skin_Biopsy
Urinary_Tract_Infection,diagnosed_by,Urine_Culture
Kidney_Stones,diagnosed_by,CT_Scan
Kidney_Stones,diagnosed_by,Ultrasound
Chronic_Kidney_Disease,diagnosed_by,GFR_Test
Chronic_Kidney_Disease,diagnosed_by,Creatinine_Test
Otitis_Media,diagnosed_by,Otoscopy
Psoriasis,diagnosed_by,Skin_Biopsy
Eczema,diagnosed_by,Clinical_Assessment

# --- Facteurs de risque ---
Rheumatoid_Arthritis,risk_factor_for,Cardiovascular_Disorder
Lupus,risk_factor_for,Kidney_Failure
Lupus,risk_factor_for,Cardiovascular_Disorder
Obesity,risk_factor_for,Osteoarthritis
Gout,risk_factor_for,Kidney_Stones
Lung_Cancer,risk_factor_for,Metastasis
Smoking,risk_factor_for,Lung_Cancer
Smoking,risk_factor_for,Bladder_Cancer
Family_History,risk_factor_for,Breast_Cancer
Family_History,risk_factor_for,Colorectal_Cancer
HPV,risk_factor_for,Cervical_Cancer
Hepatitis_B,risk_factor_for,Liver_Cancer
Hepatitis_C,risk_factor_for,Liver_Cancer
Liver_Cirrhosis,risk_factor_for,Liver_Cancer
Chronic_Kidney_Disease,risk_factor_for,Kidney_Failure
Benign_Prostatic_Hyperplasia,risk_factor_for,Urinary_Tract_Infection
Urinary_Tract_Infection,risk_factor_for,Chronic_Kidney_Disease
Psoriasis,risk_factor_for,Psoriatic_Arthritis
Eczema,risk_factor_for,Skin_Infection

# --- Complications ---
Rheumatoid_Arthritis,can_cause,Joint_Deformity
Rheumatoid_Arthritis,can_cause,Cardiovascular_Disorder
Lupus,can_cause,Kidney_Failure
Lupus,can_cause,Cardiovascular_Disorder
Ankylosing_Spondylitis,can_cause,Spinal_Fusion
Gout,can_cause,Kidney_Stones
Gout,can_cause,Tophi
Lung_Cancer,can_cause,Respiratory_Failure
Breast_Cancer,can_cause,Lymphedema
Leukemia,can_cause,Bleeding
Leukemia,can_cause,Infections
Colorectal_Cancer,can_cause,Bowel_Obstruction
Melanoma,can_cause,Brain_Metastasis
Prostate_Cancer,can_cause,Bone_Metastasis
Chronic_Kidney_Disease,can_cause,Anemia
Chronic_Kidney_Disease,can_cause,Kidney_Failure
Kidney_Stones,can_cause,Urinary_Tract_Infection
Kidney_Stones,can_cause,Kidney_Damage
Psoriasis,can_cause,Psoriatic_Arthritis
Eczema,can_cause,Skin_Infection

# --- Organe cible ---
Rheumatoid_Arthritis,affects_organ,Joints
Rheumatoid_Arthritis,affects_organ,Synovium
Lupus,affects_organ,Kidneys
Lupus,affects_organ,Joints
Lupus,affects_organ,Skin
Ankylosing_Spondylitis,affects_organ,Spine
Gout,affects_organ,Joints
Fibromyalgia,affects_organ,Musculoskeletal_System
Lung_Cancer,affects_organ,Lungs
Breast_Cancer,affects_organ,Breast_Tissue
Colorectal_Cancer,affects_organ,Colon
Prostate_Cancer,affects_organ,Prostate
Leukemia,affects_organ,Bone_Marrow
Leukemia,affects_organ,Blood
Lymphoma,affects_organ,Lymphatic_System
Melanoma,affects_organ,Skin
Psoriasis,affects_organ,Skin
Eczema,affects_organ,Skin
Urinary_Tract_Infection,affects_organ,Bladder
Chronic_Kidney_Disease,affects_organ,Kidneys
Kidney_Stones,affects_organ,Kidneys
Benign_Prostatic_Hyperplasia,affects_organ,Prostate

# --- Prévention ---
Breast_Cancer,prevented_by,Regular_Mammography
Colorectal_Cancer,prevented_by,Regular_Colonoscopy
Cervical_Cancer,prevented_by,HPV_Vaccine
Lung_Cancer,prevented_by,Smoking_Cessation
Melanoma,prevented_by,Sunscreen
Melanoma,prevented_by,UV_Protection
Prostate_Cancer,prevented_by,Regular_PSA_Testing
Urinary_Tract_Infection,prevented_by,Hydration
Urinary_Tract_Infection,prevented_by,Proper_Hygiene
Kidney_Stones,prevented_by,High_Fluid_Intake
Osteoarthritis,prevented_by,Weight_Management
Gout,prevented_by,Low_Purine_Diet
Psoriasis,prevented_by,Stress_Management
Eczema,prevented_by,Moisturizing
Rheumatoid_Arthritis,prevented_by,Smoking_Cessation
