# ============================================================
# INSTANCE 3 — Neurologie, Psychiatrie, Gastroentérologie & Douleur
# 500 triplets | Format: head,relation,tail
# ============================================================

# --- Maladies Neurologiques & Symptômes ---
Vertigo,causes_symptom,Nausea
Narcolepsy,causes_symptom,Excessive_Daytime_Sleepiness
Narcolepsy,causes_symptom,Sudden_Muscle_Weakness
Narcolepsy,causes_symptom,Sleep_Paralysis
Restless_Leg_Syndrome,causes_symptom,Leg_Discomfort
Restless_Leg_Syndrome,causes_symptom,Urge_to_Move_Legs
Restless_Leg_Syndrome,causes_symptom,Sleep_Difficulty
Trigeminal_Neuralgia,causes_symptom,Facial_Pain
Trigeminal_Neuralgia,causes_symptom,Electric_Shock_Facial_Pain

# --- Maladies Psychiatriques & Symptômes ---
Depression,causes_symptom,Low_Mood
Depression,causes_symptom,Fatigue
Depression,causes_symptom,Sleep_Difficulty
Depression,causes_symptom,Loss_of_Interest
Depression,causes_symptom,Appetite_Changes
Depression,causes_symptom,Concentration_Problems
Depression,causes_symptom,Hopelessness
Depression,causes_symptom,Suicidal_Thoughts
Anxiety_Disorder,causes_symptom,Excessive_Worry
Anxiety_Disorder,causes_symptom,Restlessness
Anxiety_Disorder,causes_symptom,Muscle_Tension
Anxiety_Disorder,causes_symptom,Rapid_Heart_Rate
Anxiety_Disorder,causes_symptom,Sweating
Anxiety_Disorder,causes_symptom,Sleep_Difficulty
Panic_Disorder,causes_symptom,Panic_Attacks
Panic_Disorder,causes_symptom,Chest_Pain
Panic_Disorder,causes_symptom,Shortness_of_Breath
Panic_Disorder,causes_symptom,Dizziness
Bipolar_Disorder,causes_symptom,Mood_Swings
Bipolar_Disorder,causes_symptom,Mania
Bipolar_Disorder,causes_symptom,Depression
Bipolar_Disorder,causes_symptom,Impulsivity
Schizophrenia,causes_symptom,Hallucinations
Schizophrenia,causes_symptom,Delusions
Schizophrenia,causes_symptom,Disorganized_Thinking
Schizophrenia,causes_symptom,Social_Withdrawal
PTSD,causes_symptom,Flashbacks
PTSD,causes_symptom,Nightmares
PTSD,causes_symptom,Hypervigilance
PTSD,causes_symptom,Emotional_Numbness
OCD,causes_symptom,Obsessive_Thoughts
OCD,causes_symptom,Compulsive_Behaviors
OCD,causes_symptom,Anxiety
Insomnia,causes_symptom,Sleep_Difficulty
Insomnia,causes_symptom,Fatigue
Insomnia,causes_symptom,Irritability
Insomnia,causes_symptom,Concentration_Problems
ADHD,causes_symptom,Inattention
ADHD,causes_symptom,Hyperactivity
ADHD,causes_symptom,Impulsivity
Autism_Spectrum_Disorder,causes_symptom,Social_Communication_Difficulty
Autism_Spectrum_Disorder,causes_symptom,Repetitive_Behaviors
Eating_Disorder,causes_symptom,Extreme_Weight_Loss
Eating_Disorder,causes_symptom,Distorted_Body_Image

# --- Maladies Digestives & Symptômes ---
Gastritis,causes_symptom,Stomach_Pain
Gastritis,causes_symptom,Nausea
Gastritis,causes_symptom,Vomiting
Gastritis,causes_symptom,Bloating
Gastritis,causes_symptom,Loss_of_Appetite
GERD,causes_symptom,Heartburn
GERD,causes_symptom,Acid_Reflux
GERD,causes_symptom,Chest_Pain
GERD,causes_symptom,Difficulty_Swallowing
GERD,causes_symptom,Regurgitation
Peptic_Ulcer,causes_symptom,Stomach_Pain
Peptic_Ulcer,causes_symptom,Heartburn
Peptic_Ulcer,causes_symptom,Nausea
Peptic_Ulcer,causes_symptom,Bloating
Peptic_Ulcer,causes_symptom,Appetite_Loss
Crohn_Disease,causes_symptom,Abdominal_Pain
Crohn_Disease,causes_symptom,Diarrhea
Crohn_Disease,causes_symptom,Weight_Loss
Crohn_Disease,causes_symptom,Fatigue
Crohn_Disease,causes_symptom,Bloody_Stool
Ulcerative_Colitis,causes_symptom,Bloody_Diarrhea
Ulcerative_Colitis,causes_symptom,Abdominal_Cramps
Ulcerative_Colitis,causes_symptom,Urgency_to_Defecate
Ulcerative_Colitis,causes_symptom,Fatigue
Irritable_Bowel_Syndrome,causes_symptom,Abdominal_Pain
Irritable_Bowel_Syndrome,causes_symptom,Bloating
Irritable_Bowel_Syndrome,causes_symptom,Diarrhea
Irritable_Bowel_Syndrome,causes_symptom,Constipation
Celiac_Disease,causes_symptom,Diarrhea
Celiac_Disease,causes_symptom,Abdominal_Pain
Celiac_Disease,causes_symptom,Bloating
Celiac_Disease,causes_symptom,Weight_Loss
Pancreatitis,causes_symptom,Severe_Abdominal_Pain
Pancreatitis,causes_symptom,Nausea
Pancreatitis,causes_symptom,Vomiting
Pancreatitis,causes_symptom,Fever
Liver_Cirrhosis,causes_symptom,Jaundice
Liver_Cirrhosis,causes_symptom,Abdominal_Swelling
Liver_Cirrhosis,causes_symptom,Fatigue
Liver_Cirrhosis,causes_symptom,Nausea
Liver_Cirrhosis,causes_symptom,Easy_Bruising
Cholecystitis,causes_symptom,Right_Upper_Abdominal_Pain
Cholecystitis,causes_symptom,Fever
Cholecystitis,causes_symptom,Nausea
Appendicitis,causes_symptom,Right_Lower_Abdominal_Pain
Appendicitis,causes_symptom,Fever
Appendicitis,causes_symptom,Nausea

# --- Traitements Neurologiques ---
Sumatriptan,treats,Migraine
Sumatriptan,treats,Cluster_Headache
Rizatriptan,treats,Migraine
Topiramate,treats,Migraine
Amitriptyline,treats,Migraine
Valproate,treats,Migraine
Valproate,treats,Epilepsy
Valproate,treats,Bipolar_Disorder
Levetiracetam,treats,Epilepsy
Phenytoin,treats,Epilepsy
Carbamazepine,treats,Epilepsy
Carbamazepine,treats,Trigeminal_Neuralgia
Gabapentin,treats,Epilepsy
Gabapentin,treats,Neuropathic_Pain
Pregabalin,treats,Neuropathic_Pain
Pregabalin,treats,Fibromyalgia
Lamotrigine,treats,Epilepsy
Lamotrigine,treats,Bipolar_Disorder
Diazepam,treats,Epilepsy
Diazepam,treats,Seizures
Clonazepam,treats,Epilepsy
Clonazepam,treats,Anxiety_Disorder
Levodopa,treats,Parkinson_Disease
Carbidopa,treats,Parkinson_Disease
Pramipexole,treats,Parkinson_Disease
Pramipexole,treats,Restless_Leg_Syndrome
Ropinirole,treats,Parkinson_Disease
Ropinirole,treats,Restless_Leg_Syndrome
Rasagiline,treats,Parkinson_Disease
Memantine,treats,Alzheimer_Disease
Donepezil,treats,Alzheimer_Disease
Rivastigmine,treats,Alzheimer_Disease
Interferon_Beta,treats,Multiple_Sclerosis
Natalizumab,treats,Multiple_Sclerosis
Aspirin,treats,Headache
Ibuprofen,treats,Headache
Ibuprofen,treats,Migraine
Naproxen,treats,Headache
Ibuprofen,treats,Tension_Headache
Betahistine,treats,Vertigo
Meclizine,treats,Vertigo
Modafinil,treats,Narcolepsy

# --- Traitements Psychiatriques ---
Sertraline,treats,Depression
Sertraline,treats,Anxiety_Disorder
Sertraline,treats,OCD
Sertraline,treats,PTSD
Fluoxetine,treats,Depression
Fluoxetine,treats,Anxiety_Disorder
Fluoxetine,treats,OCD
Fluoxetine,treats,Bulimia
Escitalopram,treats,Depression
Escitalopram,treats,Anxiety_Disorder
Paroxetine,treats,Depression
Paroxetine,treats,Panic_Disorder
Paroxetine,treats,PTSD
Venlafaxine,treats,Depression
Venlafaxine,treats,Anxiety_Disorder
Duloxetine,treats,Depression
Duloxetine,treats,Neuropathic_Pain
Amitriptyline,treats,Depression
Mirtazapine,treats,Depression
Lithium,treats,Bipolar_Disorder
Quetiapine,treats,Bipolar_Disorder
Quetiapine,treats,Schizophrenia
Risperidone,treats,Schizophrenia
Risperidone,treats,Bipolar_Disorder
Olanzapine,treats,Schizophrenia
Olanzapine,treats,Bipolar_Disorder
Haloperidol,treats,Schizophrenia
Aripiprazole,treats,Schizophrenia
Aripiprazole,treats,Bipolar_Disorder
Alprazolam,treats,Anxiety_Disorder
Alprazolam,treats,Panic_Disorder
Lorazepam,treats,Anxiety_Disorder
Buspirone,treats,Anxiety_Disorder
Melatonin,treats,Insomnia
Zolpidem,treats,Insomnia
Temazepam,treats,Insomnia
Diphenhydramine,treats,Insomnia
Methylphenidate,treats,ADHD
Amphetamine,treats,ADHD

# --- Traitements Gastroentérologiques ---
Omeprazole,treats,GERD
Omeprazole,treats,Gastritis
Omeprazole,treats,Peptic_Ulcer
Lansoprazole,treats,GERD
Lansoprazole,treats,Gastritis
Pantoprazole,treats,GERD
Rabeprazole,treats,GERD
Ranitidine,treats,GERD
Famotidine,treats,GERD
Famotidine,treats,Gastritis
Antacid,treats,Heartburn
Antacid,treats,GERD
Metoclopramide,treats,Nausea
Metoclopramide,treats,GERD
Ondansetron,treats,Nausea
Ondansetron,treats,Vomiting
Loperamide,treats,Diarrhea
Psyllium,treats,Constipation
Bisacodyl,treats,Constipation
Lactulose,treats,Constipation
Domperidone,treats,Nausea
Domperidone,treats,GERD
Sucralfate,treats,Peptic_Ulcer
Mesalazine,treats,Ulcerative_Colitis
Mesalazine,treats,Crohn_Disease
Azathioprine,treats,Crohn_Disease
Infliximab,treats,Crohn_Disease
Infliximab,treats,Ulcerative_Colitis
Gluten_Free_Diet,treats,Celiac_Disease
Ursodeoxycholic_Acid,treats,Liver_Cirrhosis

# --- Traitements Douleur ---
Morphine,treats,Severe_Pain
Oxycodone,treats,Severe_Pain
Tramadol,treats,Pains
Codeine,treats,Pains
Fentanyl,treats,Severe_Pain
Aspirin,treats,Fever
Aspirin,treats,Pains
Paracetamol,treats,Fever
Paracetamol,treats,Pains
Ibuprofen,treats,Inflammation
Naproxen,treats,Inflammation
Celecoxib,treats,Pains
Celecoxib,treats,Inflammation
Diclofenac,treats,Pains
Diclofenac,treats,Inflammation
Hydrocortisone,treats,Inflammation
Betamethasone,treats,Inflammation
Triamcinolone,treats,Inflammation
Lidocaine,treats,Local_Pain
Capsaicin,treats,Neuropathic_Pain

# --- Taxonomie Maladies ---
Migraine,is_a,Neurological_Disorder
Epilepsy,is_a,Neurological_Disorder
Parkinson_Disease,is_a,Neurological_Disorder
Alzheimer_Disease,is_a,Neurological_Disorder
Multiple_Sclerosis,is_a,Neurological_Disorder
Tension_Headache,is_a,Neurological_Disorder
Cluster_Headache,is_a,Neurological_Disorder
Vertigo,is_a,Neurological_Disorder
Narcolepsy,is_a,Neurological_Disorder
Restless_Leg_Syndrome,is_a,Neurological_Disorder
Trigeminal_Neuralgia,is_a,Neurological_Disorder
Neurological_Disorder,is_a,Maladie
Depression,is_a,Psychiatric_Disorder
Anxiety_Disorder,is_a,Psychiatric_Disorder
Panic_Disorder,is_a,Psychiatric_Disorder
Bipolar_Disorder,is_a,Psychiatric_Disorder
Schizophrenia,is_a,Psychiatric_Disorder
PTSD,is_a,Psychiatric_Disorder
OCD,is_a,Psychiatric_Disorder
Insomnia,is_a,Psychiatric_Disorder
ADHD,is_a,Psychiatric_Disorder
Psychiatric_Disorder,is_a,Maladie
Gastritis,is_a,Digestive_Disorder
GERD,is_a,Digestive_Disorder
Peptic_Ulcer,is_a,Digestive_Disorder
Crohn_Disease,is_a,Digestive_Disorder
Ulcerative_Colitis,is_a,Digestive_Disorder
Irritable_Bowel_Syndrome,is_a,Digestive_Disorder
Celiac_Disease,is_a,Digestive_Disorder
Pancreatitis,is_a,Digestive_Disorder
Liver_Cirrhosis,is_a,Digestive_Disorder
Cholecystitis,is_a,Digestive_Disorder
Appendicitis,is_a,Digestive_Disorder
Digestive_Disorder,is_a,Maladie

# --- Taxonomie Médicaments ---
Triptan,is_a,Medicament
Sumatriptan,is_a,Triptan
Rizatriptan,is_a,Triptan
Anticonvulsant,is_a,Medicament
Levetiracetam,is_a,Anticonvulsant
Phenytoin,is_a,Anticonvulsant
Carbamazepine,is_a,Anticonvulsant
Valproate,is_a,Anticonvulsant
Lamotrigine,is_a,Anticonvulsant
Gabapentin,is_a,Anticonvulsant
Pregabalin,is_a,Anticonvulsant
Diazepam,is_a,Benzodiazepine
Clonazepam,is_a,Benzodiazepine
Alprazolam,is_a,Benzodiazepine
Lorazepam,is_a,Benzodiazepine
Temazepam,is_a,Benzodiazepine
Benzodiazepine,is_a,Medicament
SSRI,is_a,Antidepressant
Sertraline,is_a,SSRI
Fluoxetine,is_a,SSRI
Escitalopram,is_a,SSRI
Paroxetine,is_a,SSRI
SNRI,is_a,Antidepressant
Venlafaxine,is_a,SNRI
Duloxetine,is_a,SNRI
Antidepressant,is_a,Medicament
Antipsychotic,is_a,Medicament
Quetiapine,is_a,Antipsychotic
Risperidone,is_a,Antipsychotic
Olanzapine,is_a,Antipsychotic
Haloperidol,is_a,Antipsychotic
Aripiprazole,is_a,Antipsychotic
PPI,is_a,Medicament
Omeprazole,is_a,PPI
Lansoprazole,is_a,PPI
Pantoprazole,is_a,PPI
Rabeprazole,is_a,PPI
H2_Blocker,is_a,Medicament
Ranitidine,is_a,H2_Blocker
Famotidine,is_a,H2_Blocker
Opioid,is_a,Medicament
Morphine,is_a,Opioid
Oxycodone,is_a,Opioid
Tramadol,is_a,Opioid
Codeine,is_a,Opioid
Fentanyl,is_a,Opioid
NSAIDs,is_a,Medicament
Aspirin,is_a,NSAIDs
Ibuprofen,is_a,NSAIDs
Naproxen,is_a,NSAIDs
Celecoxib,is_a,NSAIDs
Diclofenac,is_a,NSAIDs

# --- Taxonomie Symptômes Neuro/Psy ---
Sensitivity_to_Light,is_a,Symptom
Sensitivity_to_Sound,is_a,Symptom
Visual_Aura,is_a,Symptom
Loss_of_Consciousness,is_a,Symptom
Muscle_Stiffness,is_a,Symptom
Rigidity,is_a,Symptom
Slow_Movement,is_a,Symptom
Balance_Problems,is_a,Symptom
Stooped_Posture,is_a,Symptom
Memory_Loss,is_a,Symptom
Disorientation,is_a,Symptom
Personality_Changes,is_a,Symptom
Language_Problems,is_a,Symptom
Coordination_Problems,is_a,Symptom
Bladder_Problems,is_a,Symptom
Burning_Sensation,is_a,Symptom
Tingling,is_a,Symptom
Low_Mood,is_a,Symptom
Loss_of_Interest,is_a,Symptom
Appetite_Changes,is_a,Symptom
Concentration_Problems,is_a,Symptom
Hopelessness,is_a,Symptom
Suicidal_Thoughts,is_a,Symptom
Excessive_Worry,is_a,Symptom
Restlessness,is_a,Symptom
Panic_Attacks,is_a,Symptom
Mood_Swings,is_a,Symptom
Mania,is_a,Symptom
Hallucinations,is_a,Symptom
Delusions,is_a,Symptom
Flashbacks,is_a,Symptom
Obsessive_Thoughts,is_a,Symptom
Compulsive_Behaviors,is_a,Symptom
Inattention,is_a,Symptom
Hyperactivity,is_a,Symptom
Stomach_Pain,is_a,Symptom
Heartburn,is_a,Symptom
Bloating,is_a,Symptom
Acid_Reflux,is_a,Symptom
Regurgitation,is_a,Symptom
Bloody_Stool,is_a,Symptom
Bloody_Diarrhea,is_a,Symptom

# --- Contre-indications ---
Valproate,contraindicated_with,Pregnancy
Carbamazepine,contraindicated_with,Pregnancy
Phenytoin,contraindicated_with,Pregnancy
Sertraline,contraindicated_with,MAOIs
Fluoxetine,contraindicated_with,MAOIs
Venlafaxine,contraindicated_with,MAOIs
Tramadol,contraindicated_with,MAOIs
Morphine,contraindicated_with,Respiratory_Depression
Oxycodone,contraindicated_with,Respiratory_Depression
Diazepam,contraindicated_with,Respiratory_Depression
Sumatriptan,contraindicated_with,Hypertension
Metoclopramide,contraindicated_with,Parkinson_Disease
Omeprazole,contraindicated_with,Hypomagnesemia
Ibuprofen,contraindicated_with,Gastritis
Ibuprofen,contraindicated_with,Peptic_Ulcer
Aspirin,contraindicated_with,Peptic_Ulcer
Lithium,contraindicated_with,Kidney_Failure
Haloperidol,contraindicated_with,Parkinson_Disease
Azathioprine,contraindicated_with,Allopurinol
Fentanyl,contraindicated_with,MAOIs

# --- Interactions médicamenteuses ---
Sertraline,interacts_with,MAOIs
Fluoxetine,interacts_with,MAOIs
Tramadol,interacts_with,Sertraline
Carbamazepine,interacts_with,Valproate
Valproate,interacts_with,Lamotrigine
Lithium,interacts_with,NSAIDs
Lithium,interacts_with,Diuretics
Warfarin,interacts_with,NSAIDs
Omeprazole,interacts_with,Clopidogrel
Alprazolam,interacts_with,Alcohol
Morphine,interacts_with,Benzodiazepine

# --- Diagnostics ---
Migraine,diagnosed_by,Clinical_Assessment
Epilepsy,diagnosed_by,EEG
Epilepsy,diagnosed_by,MRI
Parkinson_Disease,diagnosed_by,Clinical_Assessment
Parkinson_Disease,diagnosed_by,DaTscan
Alzheimer_Disease,diagnosed_by,Cognitive_Test
Alzheimer_Disease,diagnosed_by,MRI
Multiple_Sclerosis,diagnosed_by,MRI
Multiple_Sclerosis,diagnosed_by,Lumbar_Puncture
Depression,diagnosed_by,PHQ9_Score
Anxiety_Disorder,diagnosed_by,GAD7_Score
Schizophrenia,diagnosed_by,Psychiatric_Evaluation
PTSD,diagnosed_by,PTSD_Checklist
ADHD,diagnosed_by,ADHD_Rating_Scale
Gastritis,diagnosed_by,Endoscopy
GERD,diagnosed_by,pH_Monitoring
Peptic_Ulcer,diagnosed_by,Endoscopy
Crohn_Disease,diagnosed_by,Colonoscopy
Crohn_Disease,diagnosed_by,MRI_Enterography
Ulcerative_Colitis,diagnosed_by,Colonoscopy
Celiac_Disease,diagnosed_by,Blood_Test
Celiac_Disease,diagnosed_by,Biopsy
Pancreatitis,diagnosed_by,Lipase_Test
Pancreatitis,diagnosed_by,CT_Scan
Liver_Cirrhosis,diagnosed_by,Liver_Biopsy
Liver_Cirrhosis,diagnosed_by,FibroScan
Appendicitis,diagnosed_by,Ultrasound
Appendicitis,diagnosed_by,CT_Scan

# --- Complications ---
Migraine,can_cause,Chronic_Daily_Headache
Epilepsy,can_cause,Brain_Injury
Parkinson_Disease,can_cause,Dementia
Alzheimer_Disease,can_cause,Severe_Cognitive_Decline
Depression,can_cause,Suicide
Bipolar_Disorder,can_cause,Substance_Abuse
Schizophrenia,can_cause,Social_Isolation
GERD,can_cause,Barrett_Esophagus
GERD,can_cause,Esophageal_Cancer
Peptic_Ulcer,can_cause,Gastrointestinal_Bleeding
Crohn_Disease,can_cause,Bowel_Obstruction
Liver_Cirrhosis,can_cause,Liver_Cancer
Pancreatitis,can_cause,Diabetes_Type_2
Appendicitis,can_cause,Peritonitis
Insomnia,can_cause,Depression
Insomnia,can_cause,Anxiety_Disorder
