question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0157,Hepatitis_B,can_cause,Liver_Cirrhosis,1,medium,Liver_Cancer
Q0158,Hepatitis_B,diagnosed_by,HBsAg_Test,1,medium,
Q0159,Meningitis,can_cause,Hearing_Loss,1,medium,Brain_Damage
Q0160,Asthma,can_cause,Status_Asthmaticus,1,medium,
Q0161,Asthma,diagnosed_by,Spirometry,1,medium,
Q0162,Dengue,can_cause,Dengue_Hemorrhagic_Fever,1,medium,
Q0163,Dengue,diagnosed_by,NS1_Antigen_Test,1,medium,
Q0164,Pneumonia,can_cause,Sepsis,1,medium,Respiratory_Failure
Q0165,Pneumonia,diagnosed_by,Chest_Xray,1,medium,CT_Scan
Q0166,COVID-19,diagnosed_by,PCR_Test,1,medium,Antigen_Test
Q0167,HIV,can_cause,AIDS,1,medium,
Q0168,HIV,diagnosed_by,Western_Blot,1,medium,ELISA_Test
Q0169,Influenza,can_cause,Pneumonia,1,medium,Myocarditis
Q0170,Influenza,diagnosed_by,Rapid_Influenza_Test,1,medium,
Q0171,Malaria,can_cause,Organ_Failure,1,medium,Cerebral_Malaria
Q0172,Malaria,diagnosed_by,RDT_Test,1,medium,Blood_Smear
Q0173,Tuberculosis,can_cause,Lung_Damage,1,medium,
Q0174,Tuberculosis,diagnosed_by,Sputum_Culture,1,medium,Mantoux_Test
Q0175,Chloroquine,treats,Malaria,1,medium,
Q0176,Oseltamivir,treats,Influenza,1,medium,
Q0177,Rifampicin,treats,Tuberculosis,1,medium,
Q0178,Theophylline,treats,COPD,1,medium,Asthma
Q0179,Amoxicillin,is_a,Antibiotic,1,medium,
Q0180,Bronchitis,is_a,Infectious_Disease,1,medium,
Q0181,Chloroquine,is_a,Antiparasitic,1,medium,
Q0182,Ciprofloxacin,is_a,Antibiotic,1,medium,
Q0183,Doxycycline,is_a,Antibiotic,1,medium,
Q0184,Measles,is_a,Infectious_Disease,1,medium,
Q0185,Oseltamivir,is_a,Antiviral,1,medium,
Q0186,Rifampicin,is_a,Antibiotic,1,medium,
Q0187,Theophylline,is_a,Bronchodilator,1,medium,
Q0188,Chickenpox,is_a,Infectious_Disease,1,medium,
Q0189,Sepsis,is_a,Infectious_Disease,1,medium,
Q0190,Typhoid,is_a,Infectious_Disease,1,medium,
Q0191,Hepatitis_C,is_a,Infectious_Disease,1,medium,
Q0192,COPD,is_a,Respiratory_Condition,1,medium,
Q0193,Hepatitis_B,is_a,Infectious_Disease,1,medium,
Q0194,Meningitis,is_a,Infectious_Disease,1,medium,
Q0195,Asthma,is_a,Respiratory_Condition,1,medium,
Q0196,Dengue,is_a,Infectious_Disease,1,medium,
Q0197,Pneumonia,is_a,Infectious_Disease,1,medium,
Q0198,COVID-19,is_a,Infectious_Disease,1,medium,
Q0199,HIV,is_a,Infectious_Disease,1,medium,
Q0200,Influenza,is_a,Infectious_Disease,1,medium,
Q0201,Malaria,is_a,Infectious_Disease,1,medium,
Q0202,Tuberculosis,is_a,Infectious_Disease,1,medium,
Q0203,COVID-19,worsened_by,Hypertension|Obesity,2,hard,Diabetes_Type_2
Q0204,COVID-19,affects_population,Elderly|Obese_Patients,2,hard,Diabetic_Patients
Q0205,Influenza,has_severity,Moderate|Severe,2,hard,Mild
Q0206,COVID-19,can_cause,Long_COVID|Myocarditis,2,hard,Blood_Clots
Q0207,Albuterol,treats,COPD|Wheezing,2,hard,Asthma
Q0208,Ciprofloxacin,treats,Typhoid|Urinary_Tract_Infection,2,hard,Bacterial_Infection
Q0209,Pulmonary_Edema,causes_symptom,Cough|Difficulty_Breathing,2,hard,Chest_Pain
Q0210,Pulmonary_Fibrosis,causes_symptom,Fatigue|Shortness_of_Breath,2,hard,Dry_Cough
Q0211,Chickenpox,causes_symptom,Fever|Itchy_Rash,2,hard,Fatigue
Q0212,Hepatitis_C,causes_symptom,Jaundice|Nausea,2,hard,Fatigue
Q0213,COVID-19,has_severity,Mild|Moderate|Severe,3,hard,Critical
Q0214,Doxycycline,treats,Chlamydia|Lyme_Disease|Malaria,3,hard,Acne
Q0215,Sleep_Apnea,causes_symptom,Gasping_During_Sleep|Headache|Snoring,3,hard,Fatigue
Q0216,Hay_Fever,causes_symptom,Nasal_Congestion|Runny_Nose|Sneezing,3,hard,Itchy_Eyes
Q0217,Measles,causes_symptom,Fever|Rash|Runny_Nose,3,hard,Cough
Q0218,Sepsis,causes_symptom,Difficulty_Breathing|High_Fever|Rapid_Heart_Rate,3,hard,Confusion
Q0219,Hepatitis_B,causes_symptom,Fatigue|Jaundice|Nausea,3,hard,Abdominal_Pain
Q0220,Meningitis,causes_symptom,Neck_Stiffness|Sensitivity_to_Light|Severe_Headache,3,hard,Fever
Q0221,Azithromycin,treats,Chlamydia|Gonorrhea|Pneumonia|Sinusitis,4,hard,Bronchitis
Q0222,Amoxicillin,treats,Ear_Infection|Pneumonia|Sinusitis|Strep_Throat,4,hard,Bronchitis
Q0223,COPD,causes_symptom,Chronic_Cough|Mucus_Production|Shortness_of_Breath|Wheezing,4,hard,Chest_Tightness
Q0224,Asthma,causes_symptom,Cough|Difficulty_Breathing|Shortness_of_Breath|Wheezing,4,hard,Chest_Tightness
Q0225,HIV,causes_symptom,Fever|Night_Sweats|Swollen_Lymph_Nodes|Weight_Loss,4,hard,Fatigue
Q0226,Bronchitis,causes_symptom,Cough|Fatigue|Mild_Fever|Mucus_Production|Sore_Throat,5,hard,Chest_Tightness
Q0227,Typhoid,causes_symptom,Constipation|Diarrhea|Fever|Headache|Weakness,5,hard,Abdominal_Pain
Q0228,Dengue,causes_symptom,High_Fever|Joint_Pain|Muscle_Pain|Rash|Severe_Headache,5,hard,Bleeding_Gums
Q0229,Tuberculosis,causes_symptom,Fatigue|Fever|Night_Sweats|Persistent_Cough|Weight_Loss,5,hard,Coughing_Blood
Q0230,Malaria,causes_symptom,Fatigue|Fever|Headache|Nausea|Sweating|Vomiting,6,hard,Chills
Q0231,Pneumonia,causes_symptom,Chills|Cough|Difficulty_Breathing|Fatigue|Fever|Rapid_Breathing|Sweating,7,hard,Chest_Pain
Q0232,Influenza,causes_symptom,Chills|Cough|Fatigue|Fever|Headache|Nasal_Congestion|Runny_Nose|Sore_Throat|Vomiting,9,hard,Body_Aches
Q0233,COVID-19,causes_symptom,Chills|Cough|Diarrhea|Difficulty_Breathing|Fatigue|Fever|Headache|Loss_of_Smell|Loss_of_Taste|Nausea|Sore_Throat,11,hard,Body_Aches
