question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0108,Otitis_Media,is_a,Pediatric_Condition,1,easy,
Q0109,Pembrolizumab,is_a,Biologic,1,easy,
Q0110,Terbinafine,is_a,Antifungal,1,easy,
Q0111,Scabies,causes_symptom,Severe_Itching,1,easy,Rash
Q0112,Finasteride,interacts_with,Tamsulosin,1,medium,
Q0113,Fluconazole,interacts_with,Warfarin,1,medium,
Q0114,Hydroxychloroquine,interacts_with,Digoxin,1,medium,
Q0115,Methotrexate,interacts_with,Trimethoprim,1,medium,NSAIDs
Q0116,Rituximab,interacts_with,Live_Vaccines,1,medium,
Q0117,Tamoxifen,interacts_with,Paroxetine,1,medium,
Q0118,Breast_Cancer,prevented_by,Regular_Mammography,1,medium,
Q0119,Colorectal_Cancer,prevented_by,Regular_Colonoscopy,1,medium,
Q0120,Kidney_Stones,prevented_by,High_Fluid_Intake,1,medium,
Q0121,Melanoma,prevented_by,UV_Protection,1,medium,Sunscreen
Q0122,Prostate_Cancer,prevented_by,Regular_PSA_Testing,1,medium,
Q0123,Urinary_Tract_Infection,prevented_by,Proper_Hygiene,1,medium,Hydration
Q0124,Eczema,prevented_by,Moisturizing,1,medium,
Q0125,Gout,prevented_by,Low_Purine_Diet,1,medium,
Q0126,Lung_Cancer,prevented_by,Smoking_Cessation,1,medium,
Q0127,Psoriasis,prevented_by,Stress_Management,1,medium,
Q0128,Rheumatoid_Arthritis,prevented_by,Smoking_Cessation,1,medium,
Q0129,Benign_Prostatic_Hyperplasia,risk_factor_for,Urinary_Tract_Infection,1,medium,
Q0130,Chronic_Kidney_Disease,risk_factor_for,Kidney_Failure,1,medium,
Q0131,Lupus,risk_factor_for,Kidney_Failure,1,medium,Cardiovascular_Disorder
Q0132,Urinary_Tract_Infection,risk_factor_for,Chronic_Kidney_Disease,1,medium,
Q0133,Eczema,risk_factor_for,Skin_Infection,1,medium,
Q0134,Gout,risk_factor_for,Kidney_Stones,1,medium,
Q0135,Lung_Cancer,risk_factor_for,Metastasis,1,medium,
Q0136,Psoriasis,risk_factor_for,Psoriatic_Arthritis,1,medium,
Q0137,Rheumatoid_Arthritis,risk_factor_for,Cardiovascular_Disorder,1,medium,
Q0138,Ankylosing_Spondylitis,can_cause,Spinal_Fusion,1,medium,
Q0139,Leukemia,can_cause,Infections,1,medium,Bleeding
Q0140,Breast_Cancer,can_cause,Lymphedema,1,medium,
Q0141,Chronic_Kidney_Disease,can_cause,Kidney_Failure,1,medium,Anemia
Q0142,Colorectal_Cancer,can_cause,Bowel_Obstruction,1,medium,
Q0143,Kidney_Stones,can_cause,Urinary_Tract_Infection,1,medium,Kidney_Damage
Q0144,Lupus,can_cause,Kidney_Failure,1,medium,Cardiovascular_Disorder
Q0145,Melanoma,can_cause,Brain_Metastasis,1,medium,
Q0146,Prostate_Cancer,can_cause,Bone_Metastasis,1,medium,
Q0147,Eczema,can_cause,Skin_Infection,1,medium,
Q0148,Gout,can_cause,Tophi,1,medium,Kidney_Stones
Q0149,Lung_Cancer,can_cause,Respiratory_Failure,1,medium,
Q0150,Psoriasis,can_cause,Psoriatic_Arthritis,1,medium,
Q0151,Rheumatoid_Arthritis,can_cause,Joint_Deformity,1,medium,Cardiovascular_Disorder
Q0152,Finasteride,contraindicated_with,Pregnancy,1,medium,
Q0153,Fluconazole,contraindicated_with,Liver_Disease,1,medium,
Q0154,Hydroxychloroquine,contraindicated_with,Retinal_Disease,1,medium,
Q0155,Rituximab,contraindicated_with,Active_Infection,1,medium,
Q0156,Tamoxifen,contraindicated_with,Pregnancy,1,medium,
Q0157,Benign_Prostatic_Hyperplasia,affects_organ,Prostate,1,medium,
Q0158,Fibromyalgia,affects_organ,Musculoskeletal_System,1,medium,
Q0159,Lymphoma,affects_organ,Lymphatic_System,1,medium,
Q0160,Ankylosing_Spondylitis,affects_organ,Spine,1,medium,
Q0161,Leukemia,affects_organ,Bone_Marrow,1,medium,Blood
Q0162,Breast_Cancer,affects_organ,Breast_Tissue,1,medium,
Q0163,Chronic_Kidney_Disease,affects_organ,Kidneys,1,medium,
Q0164,Colorectal_Cancer,affects_organ,Colon,1,medium,
Q0165,Kidney_Stones,affects_organ,Kidneys,1,medium,
Q0166,Melanoma,affects_organ,Skin,1,medium,
Q0167,Prostate_Cancer,affects_organ,Prostate,1,medium,
Q0168,Urinary_Tract_Infection,affects_organ,Bladder,1,medium,
Q0169,Eczema,affects_organ,Skin,1,medium,
Q0170,Gout,affects_organ,Joints,1,medium,
Q0171,Lung_Cancer,affects_organ,Lungs,1,medium,
Q0172,Psoriasis,affects_organ,Skin,1,medium,
Q0173,Rheumatoid_Arthritis,affects_organ,Synovium,1,medium,Joints
Q0174,Fibromyalgia,diagnosed_by,Tender_Point_Exam,1,medium,
Q0175,Lymphoma,diagnosed_by,PET_Scan,1,medium,Lymph_Node_Biopsy
Q0176,Ankylosing_Spondylitis,diagnosed_by,MRI,1,medium,HLA_B27_Test
Q0177,Leukemia,diagnosed_by,Bone_Marrow_Biopsy,1,medium,Blood_Count
Q0178,Breast_Cancer,diagnosed_by,Mammography,1,medium,Biopsy
Q0179,Chronic_Kidney_Disease,diagnosed_by,GFR_Test,1,medium,Creatinine_Test
Q0180,Colorectal_Cancer,diagnosed_by,Colonoscopy,1,medium,CEA_Test
Q0181,Kidney_Stones,diagnosed_by,Ultrasound,1,medium,CT_Scan
Q0182,Lupus,diagnosed_by,Anti_dsDNA_Test,1,medium,ANA_Test
Q0183,Melanoma,diagnosed_by,Skin_Biopsy,1,medium,
Q0184,Prostate_Cancer,diagnosed_by,PSA_Test,1,medium,Biopsy
Q0185,Urinary_Tract_Infection,diagnosed_by,Urine_Culture,1,medium,
Q0186,Eczema,diagnosed_by,Clinical_Assessment,1,medium,
Q0187,Gout,diagnosed_by,Uric_Acid_Test,1,medium,Joint_Fluid_Analysis
Q0188,Lung_Cancer,diagnosed_by,CT_Scan,1,medium,Biopsy
Q0189,Psoriasis,diagnosed_by,Skin_Biopsy,1,medium,
Q0190,Rheumatoid_Arthritis,diagnosed_by,Rheumatoid_Factor_Test,1,medium,Anti_CCP_Test
Q0191,Finasteride,treats,Benign_Prostatic_Hyperplasia,1,medium,
Q0192,Fluconazole,treats,Tinea,1,medium,
Q0193,Hydroxychloroquine,treats,Rheumatoid_Arthritis,1,medium,Lupus
Q0194,Tamoxifen,treats,Breast_Cancer,1,medium,
Q0195,Benign_Prostatic_Hyperplasia,is_a,Urological_Disorder,1,medium,
Q0196,Fibromyalgia,is_a,Musculoskeletal_Disorder,1,medium,
Q0197,Finasteride,is_a,Alpha_Blocker,1,medium,
Q0198,Fluconazole,is_a,Antifungal,1,medium,
Q0199,Hydroxychloroquine,is_a,DMARD,1,medium,
Q0200,Lymphoma,is_a,Cancer,1,medium,
Q0201,Methotrexate,is_a,DMARD,1,medium,
Q0202,Rituximab,is_a,Biologic,1,medium,
Q0203,Tamoxifen,is_a,Hormone_Therapy,1,medium,
Q0204,Ankylosing_Spondylitis,is_a,Musculoskeletal_Disorder,1,medium,
Q0205,Leukemia,is_a,Cancer,1,medium,
Q0206,Breast_Cancer,is_a,Cancer,1,medium,
Q0207,Chronic_Kidney_Disease,is_a,Urological_Disorder,1,medium,
Q0208,Colorectal_Cancer,is_a,Cancer,1,medium,
Q0209,Kidney_Stones,is_a,Urological_Disorder,1,medium,
Q0210,Lupus,is_a,Autoimmune_Disease,1,medium,
Q0211,Melanoma,is_a,Cancer,1,medium,
Q0212,Prostate_Cancer,is_a,Urological_Disorder,1,medium,Cancer
Q0213,Urinary_Tract_Infection,is_a,Urological_Disorder,1,medium,
Q0214,Eczema,is_a,Dermatological_Condition,1,medium,
Q0215,Gout,is_a,Musculoskeletal_Disorder,1,medium,
Q0216,Lung_Cancer,is_a,Cancer,1,medium,
Q0217,Psoriasis,is_a,Dermatological_Condition,1,medium,
Q0218,Rheumatoid_Arthritis,is_a,Autoimmune_Disease,1,medium,
Q0219,Methotrexate,contraindicated_with,Liver_Disease|Pregnancy,2,hard,Kidney_Failure
Q0220,Lupus,affects_organ,Kidneys|Skin,2,hard,Joints
Q0221,Topical_Corticosteroid,treats,Psoriasis|Urticaria,2,hard,Eczema
Q0222,Adalimumab,treats,Psoriasis|Rheumatoid_Arthritis,2,hard,Crohn_Disease
Q0223,Cyclophosphamide,treats,Leukemia|Lymphoma,2,hard,Breast_Cancer
Q0224,Doxorubicin,treats,Leukemia|Lymphoma,2,hard,Breast_Cancer
Q0225,Rituximab,treats,Lymphoma|Rheumatoid_Arthritis,2,hard,Lupus
Q0226,Acne,causes_symptom,Pimples|Skin_Inflammation,2,hard,Blackheads
Q0227,Bladder_Cancer,causes_symptom,Frequent_Urination|Painful_Urination,2,hard,Blood_in_Urine
Q0228,Croup,causes_symptom,Hoarseness|Stridor,2,hard,Barking_Cough
Q0229,Hand_Foot_Mouth_Disease,causes_symptom,Mouth_Sores|Skin_Rash,2,hard,Fever
Q0230,Kawasaki_Disease,causes_symptom,Rash|Red_Eyes,2,hard,High_Fever
Q0231,Liver_Cancer,causes_symptom,Jaundice|Weight_Loss,2,hard,Abdominal_Swelling
Q0232,Pancreatic_Cancer,causes_symptom,Jaundice|Weight_Loss,2,hard,Abdominal_Pain
Q0233,Psoriatic_Arthritis,causes_symptom,Skin_Plaques|Swollen_Fingers,2,hard,Joint_Pain
Q0234,RSV,causes_symptom,Difficulty_Breathing|Runny_Nose,2,hard,Cough
Q0235,Rosacea,causes_symptom,Pimples|Visible_Blood_Vessels,2,hard,Facial_Redness
Q0236,Tinea,causes_symptom,Ring_Shaped_Rash|Scaling,2,hard,Itching
Q0237,Urticaria,causes_symptom,Itching|Swelling,2,hard,Hives
Q0238,Vasculitis,causes_symptom,Fever|Skin_Inflammation,2,hard,Fatigue
Q0239,Whooping_Cough,causes_symptom,Severe_Cough|Vomiting,2,hard,Gasping
Q0240,Otitis_Media,causes_symptom,Fever|Hearing_Loss,2,hard,Ear_Pain
Q0241,Benign_Prostatic_Hyperplasia,causes_symptom,Frequent_Urination|Weak_Urine_Stream,2,hard,Difficulty_Urinating
Q0242,Kidney_Stones,causes_symptom,Painful_Urination|Severe_Flank_Pain,2,hard,Blood_in_Urine
Q0243,Melanoma,causes_symptom,Color_Changes_in_Skin|Irregular_Borders,2,hard,Changing_Mole
Q0244,Methotrexate,treats,Psoriasis|Psoriatic_Arthritis|Rheumatoid_Arthritis,3,hard,Leukemia
Q0245,Cellulitis,causes_symptom,Skin_Redness|Swelling|Warmth,3,hard,Pain
Q0246,Kidney_Failure,causes_symptom,Edema|Fatigue|Nausea,3,hard,Decreased_Urination
Q0247,Sjogren_Syndrome,causes_symptom,Dry_Mouth|Fatigue|Joint_Pain,3,hard,Dry_Eyes
Q0248,Stomach_Cancer,causes_symptom,Difficulty_Swallowing|Nausea|Weight_Loss,3,hard,Abdominal_Pain
Q0249,Osteoarthritis,causes_symptom,Joint_Stiffness|Reduced_Mobility|Swelling,3,hard,Joint_Pain
Q0250,Lymphoma,causes_symptom,Night_Sweats|Swollen_Lymph_Nodes|Weight_Loss,3,hard,Fatigue
Q0251,Ankylosing_Spondylitis,causes_symptom,Hip_Pain|Lower_Back_Pain|Morning_Stiffness,3,hard,Fatigue
Q0252,Breast_Cancer,causes_symptom,Breast_Pain|Nipple_Discharge|Skin_Changes,3,hard,Breast_Lump
Q0253,Chronic_Kidney_Disease,causes_symptom,Edema|Fatigue|Nausea,3,hard,Decreased_Urination
Q0254,Colorectal_Cancer,causes_symptom,Bloody_Stool|Change_in_Bowel_Habits|Weight_Loss,3,hard,Abdominal_Pain
Q0255,Prostate_Cancer,causes_symptom,Bone_Pain|Difficulty_Urinating|Pelvic_Pain,3,hard,Blood_in_Urine
Q0256,Urinary_Tract_Infection,causes_symptom,Cloudy_Urine|Frequent_Urination|Pelvic_Pain,3,hard,Burning_Urination
Q0257,Eczema,causes_symptom,Itching|Rash|Skin_Inflammation,3,hard,Dry_Skin
Q0258,Gout,causes_symptom,Redness_in_Joint|Severe_Joint_Pain|Swollen_Joint,3,hard,Joint_Warmth
Q0259,Psoriasis,causes_symptom,Redness|Scaling|Skin_Plaques,3,hard,Itching
Q0260,Fibromyalgia,causes_symptom,Headache|Memory_Problems|Sleep_Difficulty|Widespread_Pain,4,hard,Fatigue
Q0261,Leukemia,causes_symptom,Easy_Bruising|Fatigue|Fever|Frequent_Infections,4,hard,Bone_Pain
Q0262,Lupus,causes_symptom,Fatigue|Fever|Hair_Loss|Joint_Pain|Sensitivity_to_Light,5,hard,Butterfly_Rash
Q0263,Lung_Cancer,causes_symptom,Coughing_Blood|Fatigue|Persistent_Cough|Shortness_of_Breath|Weight_Loss,5,hard,Chest_Pain
Q0264,Rheumatoid_Arthritis,causes_symptom,Fever|Joint_Pain|Joint_Swelling|Morning_Stiffness|Weight_Loss,5,hard,Fatigue
