# ============================================================
# INSTANCE 2 — Maladies Chroniques, Cardiovasculaires & Métaboliques
# 500 triplets | Format: head,relation,tail
# ============================================================

# --- Maladies Cardiovasculaires & Symptômes ---
Deep_Vein_Thrombosis,causes_symptom,Leg_Swelling
Deep_Vein_Thrombosis,causes_symptom,Leg_Pain
Deep_Vein_Thrombosis,causes_symptom,Redness
Pulmonary_Embolism,causes_symptom,Chest_Pain
Pulmonary_Embolism,causes_symptom,Shortness_of_Breath
Pulmonary_Embolism,causes_symptom,Rapid_Heart_Rate
Pulmonary_Embolism,causes_symptom,Coughing_Blood

# --- Maladies Métaboliques & Symptômes ---
Diabetes_Type_1,causes_symptom,High_Blood_Sugar
Diabetes_Type_1,causes_symptom,Thirst
Diabetes_Type_1,causes_symptom,Frequent_Urination
Diabetes_Type_1,causes_symptom,Weight_Loss
Diabetes_Type_1,causes_symptom,Fatigue
Diabetes_Type_1,causes_symptom,Blurred_Vision
Diabetes_Type_2,causes_symptom,High_Blood_Sugar
Diabetes_Type_2,causes_symptom,Thirst
Diabetes_Type_2,causes_symptom,Frequent_Urination
Diabetes_Type_2,causes_symptom,Fatigue
Diabetes_Type_2,causes_symptom,Blurred_Vision
Diabetes_Type_2,causes_symptom,Slow_Healing
Diabetes_Type_2,causes_symptom,Numbness_in_Feet
Obesity,causes_symptom,Fatigue
Obesity,causes_symptom,Shortness_of_Breath
Obesity,causes_symptom,Joint_Pain
Obesity,causes_symptom,Sleep_Apnea
Metabolic_Syndrome,causes_symptom,High_Blood_Sugar
Metabolic_Syndrome,causes_symptom,High_Blood_Pressure
Metabolic_Syndrome,causes_symptom,Abdominal_Obesity
Hypothyroidism,causes_symptom,Fatigue
Hypothyroidism,causes_symptom,Weight_Gain
Hypothyroidism,causes_symptom,Cold_Intolerance
Hypothyroidism,causes_symptom,Constipation
Hypothyroidism,causes_symptom,Depression
Hypothyroidism,causes_symptom,Slow_Heart_Rate
Hyperthyroidism,causes_symptom,Weight_Loss
Hyperthyroidism,causes_symptom,Rapid_Heart_Rate
Hyperthyroidism,causes_symptom,Heat_Intolerance
Hyperthyroidism,causes_symptom,Anxiety
Hyperthyroidism,causes_symptom,Tremors
Hyperthyroidism,causes_symptom,Sweating
Gout,causes_symptom,Severe_Joint_Pain
Gout,causes_symptom,Swollen_Joint
Gout,causes_symptom,Redness_in_Joint
Gout,causes_symptom,Joint_Stiffness
Dyslipidemia,causes_symptom,High_Cholesterol
Dyslipidemia,causes_symptom,High_Triglycerides
Hypoglycemia,causes_symptom,Shakiness
Hypoglycemia,causes_symptom,Sweating
Hypoglycemia,causes_symptom,Confusion
Hypoglycemia,causes_symptom,Rapid_Heart_Rate
Hyperkalemia,causes_symptom,Muscle_Weakness
Hyperkalemia,causes_symptom,Irregular_Heartbeat
Hyponatremia,causes_symptom,Nausea
Hyponatremia,causes_symptom,Confusion
Hyponatremia,causes_symptom,Seizures

# --- Traitements Cardiovasculaires ---
Lisinopril,treats,Hypertension
Lisinopril,treats,Heart_Failure
Lisinopril,treats,Chronic_Kidney_Disease
Enalapril,treats,Hypertension
Enalapril,treats,Heart_Failure
Ramipril,treats,Hypertension
Ramipril,treats,Heart_Failure
Metoprolol,treats,Hypertension
Metoprolol,treats,Atrial_Fibrillation
Metoprolol,treats,Heart_Failure
Atenolol,treats,Hypertension
Atenolol,treats,Atrial_Fibrillation
Carvedilol,treats,Heart_Failure
Carvedilol,treats,Hypertension
Amlodipine,treats,Hypertension
Amlodipine,treats,Coronary_Artery_Disease
Diltiazem,treats,Hypertension
Diltiazem,treats,Atrial_Fibrillation
Verapamil,treats,Hypertension
Verapamil,treats,Atrial_Fibrillation
Hydrochlorothiazide,treats,Hypertension
Hydrochlorothiazide,treats,Edema
Furosemide,treats,Edema
Furosemide,treats,Heart_Failure
Spironolactone,treats,Hypertension
Spironolactone,treats,Heart_Failure
Torsemide,treats,Heart_Failure
Valsartan,treats,Hypertension
Valsartan,treats,Heart_Failure
Losartan,treats,Hypertension
Losartan,treats,Chronic_Kidney_Disease
Candesartan,treats,Hypertension
Digoxin,treats,Heart_Failure
Digoxin,treats,Atrial_Fibrillation
Sacubitril,treats,Heart_Failure
Ivabradine,treats,Heart_Failure
Nitroglycerin,treats,Chest_Pain
Nitroglycerin,treats,Coronary_Artery_Disease
Isosorbide,treats,Coronary_Artery_Disease
Aspirin,treats,Myocardial_Infarction
Aspirin,treats,Stroke
Clopidogrel,treats,Blood_Clots
Clopidogrel,treats,Myocardial_Infarction
Ticagrelor,treats,Myocardial_Infarction
Warfarin,treats,Atrial_Fibrillation
Warfarin,treats,Deep_Vein_Thrombosis
Rivaroxaban,treats,Atrial_Fibrillation
Rivaroxaban,treats,Deep_Vein_Thrombosis
Apixaban,treats,Atrial_Fibrillation
Apixaban,treats,Pulmonary_Embolism
Heparin,treats,Deep_Vein_Thrombosis
Heparin,treats,Pulmonary_Embolism
Atorvastatin,treats,High_Cholesterol
Atorvastatin,treats,Coronary_Artery_Disease
Simvastatin,treats,High_Cholesterol
Rosuvastatin,treats,High_Cholesterol
Ezetimibe,treats,High_Cholesterol
Fenofibrate,treats,High_Triglycerides
Allopurinol,treats,Gout
Colchicine,treats,Gout
Indomethacin,treats,Gout

# --- Traitements Métaboliques ---
Metformin,treats,Diabetes_Type_2
Insulin,treats,Diabetes_Type_1
Insulin,treats,Diabetes_Type_2
Glimepiride,treats,Diabetes_Type_2
Glyburide,treats,Diabetes_Type_2
Gliclazide,treats,Diabetes_Type_2
Sitagliptin,treats,Diabetes_Type_2
Vildagliptin,treats,Diabetes_Type_2
Saxagliptin,treats,Diabetes_Type_2
Linagliptin,treats,Diabetes_Type_2
Canagliflozin,treats,Diabetes_Type_2
Dapagliflozin,treats,Diabetes_Type_2
Empagliflozin,treats,Diabetes_Type_2
Pioglitazone,treats,Diabetes_Type_2
Liraglutide,treats,Diabetes_Type_2
Semaglutide,treats,Diabetes_Type_2
Exenatide,treats,Diabetes_Type_2
Tirzepatide,treats,Diabetes_Type_2
Levothyroxine,treats,Hypothyroidism
Methimazole,treats,Hyperthyroidism
Propylthiouracil,treats,Hyperthyroidism
Radioactive_Iodine,treats,Hyperthyroidism
Dextrose,treats,Hypoglycemia
Glucagon,treats,Hypoglycemia

# --- Taxonomie Maladies Cardiovasculaires ---
Hypertension,is_a,Cardiovascular_Disorder
Heart_Failure,is_a,Cardiovascular_Disorder
Coronary_Artery_Disease,is_a,Cardiovascular_Disorder
Myocardial_Infarction,is_a,Cardiovascular_Disorder
Atrial_Fibrillation,is_a,Cardiovascular_Disorder
Stroke,is_a,Cardiovascular_Disorder
Peripheral_Artery_Disease,is_a,Cardiovascular_Disorder
Deep_Vein_Thrombosis,is_a,Cardiovascular_Disorder
Pulmonary_Embolism,is_a,Cardiovascular_Disorder
Cardiovascular_Disorder,is_a,Maladie
Diabetes_Type_1,is_a,Metabolic_Disorder
Diabetes_Type_2,is_a,Metabolic_Disorder
Obesity,is_a,Metabolic_Disorder
Metabolic_Syndrome,is_a,Metabolic_Disorder
Hypothyroidism,is_a,Metabolic_Disorder
Hyperthyroidism,is_a,Metabolic_Disorder
Gout,is_a,Metabolic_Disorder
Dyslipidemia,is_a,Metabolic_Disorder
Hypoglycemia,is_a,Metabolic_Disorder
Metabolic_Disorder,is_a,Maladie

# --- Taxonomie Médicaments Cardiovasculaires ---
ACE_Inhibitor,is_a,Medicament
Lisinopril,is_a,ACE_Inhibitor
Enalapril,is_a,ACE_Inhibitor
Ramipril,is_a,ACE_Inhibitor
Beta_Blocker,is_a,Medicament
Metoprolol,is_a,Beta_Blocker
Atenolol,is_a,Beta_Blocker
Carvedilol,is_a,Beta_Blocker
Calcium_Channel_Blocker,is_a,Medicament
Amlodipine,is_a,Calcium_Channel_Blocker
Diltiazem,is_a,Calcium_Channel_Blocker
Verapamil,is_a,Calcium_Channel_Blocker
Diuretic,is_a,Medicament
Hydrochlorothiazide,is_a,Diuretic
Furosemide,is_a,Diuretic
Spironolactone,is_a,Diuretic
Torsemide,is_a,Diuretic
ARB,is_a,Medicament
Valsartan,is_a,ARB
Losartan,is_a,ARB
Candesartan,is_a,ARB
Anticoagulant,is_a,Medicament
Warfarin,is_a,Anticoagulant
Heparin,is_a,Anticoagulant
Rivaroxaban,is_a,Anticoagulant
Apixaban,is_a,Anticoagulant
Antiplatelet,is_a,Medicament
Aspirin,is_a,Antiplatelet
Clopidogrel,is_a,Antiplatelet
Ticagrelor,is_a,Antiplatelet
Statin,is_a,Medicament
Atorvastatin,is_a,Statin
Simvastatin,is_a,Statin
Rosuvastatin,is_a,Statin
Antidiabetic,is_a,Medicament
Metformin,is_a,Antidiabetic
Insulin,is_a,Antidiabetic
Sitagliptin,is_a,Antidiabetic
Canagliflozin,is_a,Antidiabetic
Liraglutide,is_a,Antidiabetic
Tirzepatide,is_a,Antidiabetic

# --- Taxonomie Symptômes ---
High_Blood_Pressure,is_a,Symptom
Dizziness,is_a,Symptom
Blurred_Vision,is_a,Symptom
Nosebleed,is_a,Symptom
Edema,is_a,Symptom
Heart_Palpitations,is_a,Symptom
Severe_Chest_Pain,is_a,Symptom
Left_Arm_Pain,is_a,Symptom
Jaw_Pain,is_a,Symptom
Irregular_Heartbeat,is_a,Symptom
Sudden_Weakness,is_a,Symptom
Speech_Difficulty,is_a,Symptom
Facial_Drooping,is_a,Symptom
Vision_Loss,is_a,Symptom
Leg_Pain,is_a,Symptom
Leg_Cramps,is_a,Symptom
Numbness_in_Legs,is_a,Symptom
Leg_Swelling,is_a,Symptom
Frequent_Urination,is_a,Symptom
Slow_Healing,is_a,Symptom
Numbness_in_Feet,is_a,Symptom
Cold_Intolerance,is_a,Symptom
Heat_Intolerance,is_a,Symptom
Tremors,is_a,Symptom
Abdominal_Obesity,is_a,Symptom
Shakiness,is_a,Symptom
Muscle_Weakness,is_a,Symptom
Weight_Gain,is_a,Symptom
Slow_Heart_Rate,is_a,Symptom
Rapid_Heart_Rate,is_a,Symptom
Thirst,is_a,Symptom
High_Blood_Sugar,is_a,Symptom

# --- Contre-indications Critiques ---
Metformin,contraindicated_with,Kidney_Failure
Metformin,contraindicated_with,Liver_Failure
Warfarin,contraindicated_with,Pregnancy
Warfarin,contraindicated_with,Active_Bleeding
Heparin,contraindicated_with,Heparin_Induced_Thrombocytopenia
Lisinopril,contraindicated_with,Pregnancy
Lisinopril,contraindicated_with,Hyperkalemia
Spironolactone,contraindicated_with,Hyperkalemia
Atenolol,contraindicated_with,Asthma
Metoprolol,contraindicated_with,Heart_Block
Amlodipine,contraindicated_with,Heart_Failure
Verapamil,contraindicated_with,Heart_Failure
Pioglitazone,contraindicated_with,Heart_Failure
Allopurinol,contraindicated_with,Azathioprine
Colchicine,contraindicated_with,Kidney_Failure
Digoxin,contraindicated_with,Hypokalemia
Sitagliptin,contraindicated_with,Pancreatitis
Canagliflozin,contraindicated_with,Kidney_Failure
Furosemide,contraindicated_with,Hypokalemia

# --- Interactions médicamenteuses ---
Warfarin,interacts_with,Aspirin
Warfarin,interacts_with,NSAIDs
Warfarin,interacts_with,Amoxicillin
Digoxin,interacts_with,Amiodarone
Digoxin,interacts_with,Verapamil
Clopidogrel,interacts_with,Omeprazole
Metformin,interacts_with,Iodinated_Contrast
Lisinopril,interacts_with,Potassium_Supplements
Spironolactone,interacts_with,Lisinopril
Atorvastatin,interacts_with,Clarithromycin
Simvastatin,interacts_with,Amlodipine
Rivaroxaban,interacts_with,Rifampicin
Apixaban,interacts_with,NSAIDs
Amlodipine,interacts_with,Simvastatin
Metoprolol,interacts_with,Diltiazem

# --- Diagnostics ---
Hypertension,diagnosed_by,Blood_Pressure_Measurement
Heart_Failure,diagnosed_by,Echocardiogram
Heart_Failure,diagnosed_by,BNP_Test
Coronary_Artery_Disease,diagnosed_by,Coronary_Angiography
Coronary_Artery_Disease,diagnosed_by,Stress_Test
Myocardial_Infarction,diagnosed_by,ECG
Myocardial_Infarction,diagnosed_by,Troponin_Test
Atrial_Fibrillation,diagnosed_by,ECG
Atrial_Fibrillation,diagnosed_by,Holter_Monitor
Stroke,diagnosed_by,CT_Scan
Stroke,diagnosed_by,MRI
Deep_Vein_Thrombosis,diagnosed_by,Ultrasound
Pulmonary_Embolism,diagnosed_by,CT_Pulmonary_Angiography
Diabetes_Type_2,diagnosed_by,Fasting_Glucose_Test
Diabetes_Type_2,diagnosed_by,HbA1c_Test
Diabetes_Type_1,diagnosed_by,C_Peptide_Test
Hypothyroidism,diagnosed_by,TSH_Test
Hyperthyroidism,diagnosed_by,TSH_Test
Hyperthyroidism,diagnosed_by,T4_Test
Dyslipidemia,diagnosed_by,Lipid_Panel
Gout,diagnosed_by,Uric_Acid_Test
Gout,diagnosed_by,Joint_Fluid_Analysis
Obesity,diagnosed_by,BMI_Measurement
Metabolic_Syndrome,diagnosed_by,Waist_Measurement

# --- Facteurs de risque ---
Hypertension,risk_factor_for,Stroke
Hypertension,risk_factor_for,Myocardial_Infarction
Hypertension,risk_factor_for,Heart_Failure
Hypertension,risk_factor_for,Chronic_Kidney_Disease
Diabetes_Type_2,risk_factor_for,Coronary_Artery_Disease
Diabetes_Type_2,risk_factor_for,Stroke
Diabetes_Type_2,risk_factor_for,Peripheral_Artery_Disease
Obesity,risk_factor_for,Diabetes_Type_2
Obesity,risk_factor_for,Hypertension
Obesity,risk_factor_for,Heart_Failure
Dyslipidemia,risk_factor_for,Coronary_Artery_Disease
Dyslipidemia,risk_factor_for,Stroke
Smoking,risk_factor_for,Coronary_Artery_Disease
Smoking,risk_factor_for,Hypertension
Smoking,risk_factor_for,Stroke
Atrial_Fibrillation,risk_factor_for,Stroke
Atrial_Fibrillation,risk_factor_for,Heart_Failure
Gout,risk_factor_for,Hypertension
Gout,risk_factor_for,Coronary_Artery_Disease
Hypothyroidism,risk_factor_for,Dyslipidemia
Hypothyroidism,risk_factor_for,Heart_Failure

# --- Complications ---
Hypertension,can_cause,Stroke
Hypertension,can_cause,Myocardial_Infarction
Hypertension,can_cause,Chronic_Kidney_Disease
Hypertension,can_cause,Heart_Failure
Diabetes_Type_2,can_cause,Diabetic_Neuropathy
Diabetes_Type_2,can_cause,Diabetic_Retinopathy
Diabetes_Type_2,can_cause,Chronic_Kidney_Disease
Diabetes_Type_2,can_cause,Peripheral_Artery_Disease
Myocardial_Infarction,can_cause,Heart_Failure
Myocardial_Infarction,can_cause,Arrhythmia
Atrial_Fibrillation,can_cause,Stroke
Atrial_Fibrillation,can_cause,Heart_Failure
Stroke,can_cause,Paralysis
Stroke,can_cause,Speech_Difficulty
Deep_Vein_Thrombosis,can_cause,Pulmonary_Embolism
Obesity,can_cause,Diabetes_Type_2
Obesity,can_cause,Sleep_Apnea
Hyperthyroidism,can_cause,Atrial_Fibrillation
Hypothyroidism,can_cause,Dyslipidemia
Gout,can_cause,Kidney_Stones

# --- Organe cible ---
Hypertension,affects_organ,Blood_Vessels
Hypertension,affects_organ,Heart
Hypertension,affects_organ,Kidneys
Heart_Failure,affects_organ,Heart
Coronary_Artery_Disease,affects_organ,Coronary_Arteries
Myocardial_Infarction,affects_organ,Heart
Stroke,affects_organ,Brain
Peripheral_Artery_Disease,affects_organ,Peripheral_Arteries
Diabetes_Type_2,affects_organ,Pancreas
Diabetes_Type_2,affects_organ,Blood_Vessels
Hypothyroidism,affects_organ,Thyroid
Hyperthyroidism,affects_organ,Thyroid
Gout,affects_organ,Joints
Dyslipidemia,affects_organ,Blood_Vessels

# --- Monitoring & Suivi ---
Diabetes_Type_2,monitored_by,HbA1c_Test
Diabetes_Type_2,monitored_by,Fasting_Glucose_Test
Hypertension,monitored_by,Blood_Pressure_Measurement
Heart_Failure,monitored_by,BNP_Test
Heart_Failure,monitored_by,Echocardiogram
Atrial_Fibrillation,monitored_by,INR_Test
Warfarin,monitored_by,INR_Test
Hypothyroidism,monitored_by,TSH_Test
Hyperthyroidism,monitored_by,TSH_Test
Dyslipidemia,monitored_by,Lipid_Panel
Gout,monitored_by,Uric_Acid_Test
Chronic_Kidney_Disease,monitored_by,Creatinine_Test
Chronic_Kidney_Disease,monitored_by,GFR_Test

# --- Prévention ---
Hypertension,prevented_by,Low_Sodium_Diet
Hypertension,prevented_by,Regular_Exercise
Hypertension,prevented_by,Weight_Loss
Diabetes_Type_2,prevented_by,Physical_Activity
Diabetes_Type_2,prevented_by,Low_Carb_Diet
Diabetes_Type_2,prevented_by,Weight_Loss
Coronary_Artery_Disease,prevented_by,Smoking_Cessation
Coronary_Artery_Disease,prevented_by,Statin_Therapy
Stroke,prevented_by,Blood_Pressure_Control
Stroke,prevented_by,Anticoagulation
Deep_Vein_Thrombosis,prevented_by,Compression_Stockings
Gout,prevented_by,Low_Purine_Diet
Gout,prevented_by,Hydration
Dyslipidemia,prevented_by,Low_Fat_Diet
Obesity,prevented_by,Balanced_Diet

# --- Populations à risque ---
Hypertension,affects_population,Elderly
Hypertension,affects_population,African_Americans
Hypertension,affects_population,Obese_Patients
Diabetes_Type_2,affects_population,Overweight_Adults
Diabetes_Type_2,affects_population,Elderly
Diabetes_Type_1,affects_population,Children
Diabetes_Type_1,affects_population,Young_Adults
Gout,affects_population,Males
Gout,affects_population,Elderly
Myocardial_Infarction,affects_population,Elderly
Myocardial_Infarction,affects_population,Males
Stroke,affects_population,Elderly
Hypothyroidism,affects_population,Females
Hypothyroidism,affects_population,Elderly
